id,tvätt,valsedelsuppgift
262583,säljare,"Sales Manager, Hörby"
177626,säljare,"53 år, Sales Manager"
9855,säljare,Sales Manager
139190,hovslagare,"hovslagare, 76 år, Smedhult"
255342,hovslagare,"54, Hovslagare, Västerlanda"
49374,hovslagare,"hovslagare, 67"
50335,hovslagare,"Hovslagare, Idre"
168428,hovslagare,"44 år, hovslagare, Hyen"
63266,barnledare,"Barnledare, Åsljunga"
31877,barnledare,"Barnledare, Skepparslöv"
78248,barnledare,"Barnledare, Sankt Olof, 53"
63275,lärarvikarie,"Lärarvikarie, Skånes Fagerhult"
156093,lärarvikarie,"20 år, lärarvikarie, Söndrum"
213857,lärarvikarie,"lärarvikarie, Stenungsund, 61 år"
491772,lärarvikarie,"52, Lärarvikarie, Bollebygd"
249607,lärarvikarie,"Lärarvikarie, Vargön"
11647,lärarvikarie,"21 år, lärarvikarie, Centrum"
27416,lärarvikarie,"Lärarvikarie, Svensbyn"
27489,lärarvikarie,"18 år, Lärarvikarie, Sunne"
205183,lärarvikarie,"24 år, lärarvikarie, Hallsberg"
205185,lärarvikarie,"43 år, lärarvikarie, Hallsberg"
118878,lärarvikarie,"43 år,Lärarvikarie"
282968,lärarvikarie,"33 år, Lärarvikarie"
94310,lärarvikarie,"45 år, Lärarvikarie, Tjärna Ängar"
41206,lärarvikarie,Lärarvikarie
29145,lärarvikarie,"26 år, lärarvikarie, Bollnäs"
111534,lärarvikarie,"33 år, lärarvikarie, Gene"
199565,lärarvikarie,"37 år, Lärarvikarie, Tvärålund"
193598,lärarvikarie,"64 år, Rissne, Lärarvikarie"
39449,entrepenör,"Entrepenör, Ekeby, 49"
39452,entrepenör,"Entrepenör, Ekeby, 81"
426505,entrepenör,"52, Entrepenör, Fagerfjäll"
19110,entrepenör,"73 år, Entrepenör, Bröstorp"
341291,entrepenör,"68, entrepenör, Forsa"
341291,entrepenör,"68, entreprenör, Forsa"
50946,resursplanerare,"47 år, resursplanerare, Ekeby"
9906,resursplanerare,"56 år, Resursplanerare, Solberg"
28159,tekn. dr.,"50 år, Tekn. Dr."
301512,tekn. dr.,tekn. dr.
188527,tekn. dr.,"75, Tekn. dr."
123376,tekn. dr.,"74 år, Näsbypark, tekn. dr."
34315,ingenjör,"43 år, Elektronikingenjör"
66839,ingenjör,"Elektronikingenjör, 68"
256256,ingenjör,"54, Elektronikingenjör, Gendalen"
76951,ingenjör,"46 år, Ursvik, elektronikingenjör"
38851,integrationsassistent,"integrationshandläggare, Kävlinge, 47 år"
24292,integrationsassistent,"Integrationshandläggare, 49 år, Grevie"
241630,integrationsassistent,"59 år, Integrationshandläggare, Onsala"
74125,integrationsassistent,"Integrationshandläggare, 61 år, Bergsäng"
351364,integrationsassistent,"Integrationshandläggare, Örebro"
118864,integrationsassistent,"49 år,Integrationshandläggare"
64488,integrationsassistent,"64 år, integrationshandläggare"
345279,integrationsassistent,"integrationshandläggare, Ljusdal"
69083,art director,"art director, Vikhög, 62 år"
61449,art director,"52 år, art director, Helsingborg"
178568,art director,"42 år, Art Director"
45125,art director,"Jonstorp, Art Director, 50"
59838,art director,"Kungälv, Art Director, 72"
56811,personalansvarig,"65 år, personalansvarig, Löddeköpinge"
37070,personalansvarig,"32 år, Personalansvarig"
316827,personalansvarig,"personalansvarig, Torsåker"
56816,pol. mag.,"74 år, pol. mag., Barsebäckshamn"
154069,pol. mag.,Pol. Mag.
59886,pol. mag.,"73 år, pol. mag., Brantevik"
240710,pol. mag.,"57 år, Pol. mag., Stenstan"
57210,servicepersonal,"64 år, servicerådgivare, Fjelie"
256247,servicepersonal,"36, Servicerådgivare, Alingsås"
10235,servicepersonal,"60 år, Servicerådgivare, Bjästa"
193621,servicepersonal,"29 år, Storskogen, Servicerådgivare"
43466,servicepersonal,"Naum, 61 år, servicerådgivare"
79252,ingenjör,"Patentingenjör, Hyltarp, 42"
4419,ingenjör,"52, Norrmalm, patentingenjör"
261160,it-specialist,"IT-pedagog, Svedala, 32 år"
125386,it-specialist,IT-Pedagog
243445,it-specialist,"IT-pedagog, Fjällbacka"
60916,bankir,"79 år, f.d. bankdirektör, Klågerup"
62876,bankir,"73 år, f.d. bankdirektör, Klippan"
276768,bankir,"69, f.d. bankdirektör, Sundhammar"
66933,markanläggare,markanläggare
56719,markanläggare,"20 år, markanläggare, Degeberga"
66946,diversearbetare,diversearbetare
104440,diversearbetare,"Diversearbetare, Kverrestad"
5177,diversearbetare,"diversearbetare, Gestad, 62 år"
86547,diversearbetare,"Diversearbetare, Lidköping"
71911,diversearbetare,"Diversearbetare, 21 år"
50339,diversearbetare,"Diversearbetare, Lövnäs"
164375,diversearbetare,"49 år, Diversearbetare"
80421,diversearbetare,"34 år, diversearbetare, Gällivare"
60493,chef,"72 år, f.d. IT-chef, Skurup"
303520,chef,"71, f.d. IT-chef, Sandviken"
66878,tatuerare,"56 år, tatuerare, Skivarp"
66842,tatuerare,"Tatuerare, 58"
21561,bonde,"ekobonde, Starrarp"
13019,bonde,"Ekobonde, Kinne-Vedum, 72 år"
148035,bonde,"58 år, Ekobonde"
433828,bonde,"73 år, ekobonde, By"
106829,småbrukare,"62, Småbrukare"
121131,småbrukare,"62 år, Småbrukare"
42680,småbrukare,"Småbrukare, Västra Flogned"
124378,småbrukare,"småbrukare, Gammelbo"
356237,småbrukare,Småbrukare
90885,småbrukare,"61, Småbrukare, Havsnäs"
333564,småbrukare,"66, Småbrukare"
262589,fysiker,"Fysiker, Hörby"
35613,fysiker,"43, Fysiker"
280311,fysiker,"78, Fysiker"
31977,brevbärare,"61 år, Lantbrevbärare, Höör"
8576,brevbärare,"53 år, lantbrevbärare, Vårgårda"
277245,brevbärare,"Lantbrevbärare, 65 år, Örnsköldsvik"
113945,logoped,"Logoped, 29 år, Jularp"
186250,logoped,"logoped, 35 år"
119538,logoped,"70 år, Logoped, Krossekärr"
198527,logoped,"logoped, Lindome, 62 år"
198188,logoped,"Umeå,logoped"
109805,yrkesvägledare,"yrkesvägledare, Tjörnarp"
148350,yrkesvägledare,"67,yrkesvägledare,Gävle strand"
89783,yrkesvägledare,"37, Yrkesvägledare, Strömsund"
79266,apotekschef,"61, Apotekschef, Sälshög"
255190,apotekschef,"Apotekschef, Främmestad"
268,apotekschef,Apotekschef
89759,hållbarhetsstrateg,"Hållbarhetssamordnare, Onslunda"
109146,hållbarhetsstrateg,"hållbarhetssamordnare, 28 år, Kulladal"
112659,bilförsäljare,bilförsäljare
62871,bilförsäljare,"37 år, bilförsäljare, Klippan"
90872,bilförsäljare,"56, Bilförsäljare, Strömsund"
39626,bilförsäljare,"22 år, Bilförsäljare, egenföretagare, Strömsund"
51880,chef,"49 år, fabrikschef"
53879,chef,"42, Fabrikschef"
63163,chef,"57 år, fabrikschef, Kvidinge"
5436,chef,"44 år, fabrikschef, Svenljunga"
39151,handelsutvecklare,"Handelsutvecklare, Lönsboda, 42 år"
75723,förrådsarbetare,"F.d.förrådsföreståndare, Osby, 77 år"
75724,kock,"F.d.kokerska, Killeberg, 66 år"
75731,bonde,"Mjölkproducent, Brunkelstorp, Osby, 47 år"
255194,bonde,"Mjölkproducent, Essunga"
42678,bonde,"Mjölkproducent, Hajom"
205188,bonde,"59 år, mjölkproducent, Vretstorp"
30093,bonde,"52 år, Mjölkproducent, Kilafors"
339828,bonde,"Arbrå, mjölkproducent"
75734,kommunalråd,"F.d.kommunalråd, Osby, 72 år"
75738,lekplatsansvarig,"Lekplatsansvarig, Gullarp, Osby, 37 år"
75741,projektbeställare,"Projektbeställare, Hunshult, Lönsboda, 61 år"
62366,mentor,"81 år, Mentor, Osby"
513757,mentor,"Mentor, Torekov"
57869,mentor,"56 år, mentor, Stora Mellösa"
4388,mentor,"64, Bromma, mentor"
17331,humanekolog,"Humanekolog, 59 år, Osby"
131355,humanekolog,"53 år, humanekolog, Skogaby"
232614,humanekolog,"60 år, Humanekolog, Dannike"
59809,logistikkonsult,"66 år, logistikkonsult"
255833,logistikkonsult,"47, Logistikkonsult, Kode"
59824,golvläggare,"52 år, golvläggare"
53967,golvläggare,"75, golvläggare, Kristianstad"
340411,golvläggare,"43, golvläggare, Bomhus"
360152,golvläggare,"55, Golvläggare"
80341,studerande,Undersköterska/Studerande
482578,studerande,"Undersköterska/Studerande, Hällekis"
253267,studerande,"37, Undersköterska/Studerande, Filipstad"
31990,sångpedagog,"Sångpedagog, Bonarp"
19807,sångpedagog,"55 år, Sångpedagog, Söder"
5978,sångpedagog,"sångpedagog, Dals Rostock"
80420,sångpedagog,"36 år, sångpedagog, Gällivare"
62883,möbelhandlare,"63 år, möbelhandlare, Vedby"
62886,möbelhandlare,"56 år, möbelhandlare, Vedby"
226875,möbelhandlare,"54 år, Möbelhandlare, Hönö"
28273,riksdagsledamot,"54 år, Riksdagsman, Åstorp"
49347,riksdagsledamot,"riksdagsman, 54"
115414,riksdagsledamot,"54, Riksdagsman, Sunne"
80142,förskolelärare,"Dagbarnvårdare, Åstorp"
14368,förskolelärare,"dagbarnvårdare, Brastad, 65 år"
109850,förskolelärare,"Dagbarnvårdare, Klässbol"
20919,förskolelärare,"61, Dagbarnvårdare, Kvissleby"
157350,förskolelärare,"Dagbarnvårdare,Norsjö"
63164,biluthyrare,"27 år, biluthyrare, Åstorp"
256377,biluthyrare,"Biluthyrare, Lidköping"
514386,biluthyrare,"45, biluthyrare, Söderhamn"
42278,egenföretagare,"68, Fd.företagare, Förslöv"
30876,egenföretagare,fd.företagare
94597,egenföretagare,"fd.företagare, 70 år, Häggdånger"
513761,bokhandlare,"Bokhandlare, Båstad"
6557,bokhandlare,"70 år, bokhandlare, Henån"
255892,bokhandlare,"Bokhandlare, Lysekil"
274523,bokhandlare,Bokhandlare
17109,bokhandlare,"Åmål, 58 år, bokhandlare"
66479,bussförare,Busschafför
28996,bussförare,"32 år, Busschafför, Kungsbacka"
35624,verksamhetssamordnare,"23, Verksamhetskoordinator"
1887,verksamhetssamordnare,"21 år, verksamhetskoordinator, Munkedal"
109330,läkare,"barnläkare, 62 år, Ribersborg"
63356,läkare,"66 år, barnläkare, Ängelholm"
77717,läkare,"68 år, Barnläkare, Vänersborg"
204163,läkare,"Barnläkare, 50 år, Övre Stadsdelen"
339834,läkare,"Bollnäs, barnläkare"
58132,koordinator,"53 år, servicekoordinator"
182252,koordinator,"Servicekoordinator, Älvsbyn"
58139,ingenjör,"53 år, serviceingenjör"
29628,ingenjör,"46 år, Serviceingenjör, Simlångsdalen"
255144,ingenjör,"52 år, Serviceingenjör"
134920,ingenjör,"serviceingenjör, Kungsör, 69 år"
58142,trafikplanerare,"29 år, trafikutvecklare"
61466,trafikplanerare,"30 år, trafikutvecklare, Helsingborg"
66799,riksombudsman,"Riksombudsman, 50"
49283,riksombudsman,"38 år, riksombudsman, Bollebygd"
75015,riksombudsman,"38, riksombudsman"
66806,ingenjör,"Elektroingenjör, 71"
36680,ingenjör,"45 år, elektroingenjör"
277395,ingenjör,"60, elektroingenjör, Toltorpsdalen"
190170,ingenjör,"Elektroingenjör, Kvarnberget"
59836,ingenjör,"Kungälv, Elektroingenjör, 81"
154024,revisor,Skatterevisor
234040,revisor,"38 år, Skatterevisor"
101187,revisor,"skatterevisor, Centrum, 56 år"
26496,revisor,Skatterevisor
37079,organisatör,"39, Organisatör, Lund"
13805,organisatör,"71 år, organisatör, Borås"
13810,organisatör,"66 år, organisatör, Bredared"
50418,kostrådgivare,"66, Kostchef, Veberöd"
113538,kostrådgivare,"Kostchef, Järvsö"
268574,kostrådgivare,"Kostchef, Sollefteå"
55237,kronoinspektör,"Kronoinspektör, Lund, 29 år"
59762,kronoinspektör,"54 år, kronoinspektör, Stehag"
39153,kronoinspektör,"Kronoinspektör, Kristianstad"
277546,kronoinspektör,Kronoinspektör
254289,kronoinspektör,"34, Kronoinspektör, Viskafors"
55251,professor,"Professor em., Lund, 69 år"
4831,professor,"professor em., Hunnebostrand"
293854,professor,"professor em., Hammar"
55270,förvaltningschef,"F.d. Förvaltningschef, Lund, 66 år"
52799,förvaltningschef,"70 år, f.d. förvaltningschef, Sösdala"
24131,förvaltningschef,"81 år, f.d. förvaltningschef, Bråten"
94814,sociolog,"43 år, rättssociolog, Lund"
62566,sociolog,"rättssociolog, Trelleborg"
20806,sekreterare,"35 år, nämndsekreterare, Södra Sandby"
31783,sekreterare,"55 år, nämndsekreterare, Gustavslund"
253918,sekreterare,"32, Nämndsekreterare"
43289,sekreterare,"24 år, nämndsekreterare"
189200,sekreterare,"57 år, Nämndsekreterare, Nedre Tjärna"
339820,sekreterare,"Rengsjö, nämndsekreterare"
61972,säljansvarig,"42 år, säljledare, Dalby"
63092,säljansvarig,"67 år, säljledare, Solbacken, Ystad"
256944,säljansvarig,"34, Säljledare, Lyrestad"
54093,tekn. dr.,"61, teknisk dr, Lund"
15025,tekn. dr.,"Affärsutvecklare, Teknisk Dr, Visinge, 51 år"
56924,chef,"74 år, f.d. enhetschef, Borstahusen"
56935,chef,"75 år, f.d. enhetschef, Landskrona"
196104,chef,"67 år, f.d. enhetschef, Ulricehamn"
362334,chef,"f.d. enhetschef, Hardemo"
56925,vd,"62 år, f.d. VD, Landskrona Centrum"
256523,vd,"73, f.d. VD, Skara"
56184,vd,"Förtidspensionär, f.d. VD, 59 år"
56931,inspektör,"74 år, inspektör, Landskrona Väster"
62542,inspektör,"inspektör, Trelleborg"
26932,inspektör,"36 år, inspektör, Vekhyttan"
224181,inspektör,"62 år, Inspektör"
26497,inspektör,Inspektör
56932,chef,"71 år, f.d. socialchef, Glumsöv"
256585,chef,"69, F.d. socialchef, Skövde"
26930,chef,"73 år, f.d. socialchef, Örebro"
84005,idrottslärare,"44, Idrottsledare"
59748,idrottslärare,"47 år, idrottsledare, Eslöv"
9186,idrottslärare,"Idrottsledare, Tallåsen"
115804,samverkansansvarig,"samverkansansvarig, 56 år"
256301,samverkansansvarig,"41, Samverkansansvarig, Borås"
115818,sekreterare,"utredningssekreterare, 40 år"
112687,sekreterare,"24 år, utredningssekreterare"
256299,sekreterare,"67, Utredningssekreterare, Borås"
55122,inredningsarkitekt,"inredningsarkitekt, Eslöv"
327924,inredningsarkitekt,"Inredningsarkitekt, Centrum"
111550,inredningsarkitekt,"55 år, inredningsarkitekt, Järved"
4495,inredningsarkitekt,"79, Hägersten, inredningsarkitekt"
55138,kassörska,"kassörska, Eslöv"
121085,kassörska,"60 år, Kassörska, Karlstad"
121085,kassörska,"60 år, kassörskan, Karlstad"
110693,kassörska,"Kassörska, Dottevik"
103320,sexolog,"sexolog, Tängelsås"
255118,sexolog,"Sexolog, Jordås"
121457,tjänsteperson,Tjänsteperson
195997,tjänsteperson,"39 år, Tjänsteperson, Lycksele"
142948,tjänsteperson,"26 år, Centrala Sundbyberg, tjänsteperson"
63105,chef,"45 år, stationschef, Bärområdet, Ystad"
81224,chef,"48, Stationschef, Strövelstorp"
37779,chef,"58 år, Stationschef"
437396,chef,stationschef
67006,beroendeterapeut,"64 år, beroendeterapeut, Svarte"
340270,beroendeterapeut,"Beroendeterapeut, Ljusdal"
28167,avgiftshandläggare,"Avgiftshandläggare, 44 år"
366256,avgiftshandläggare,"Avgiftshandläggare, Mellerud"
64265,vaktmästare,"Kontorsvaktmästare, 53 år"
35263,vaktmästare,"60 år, kontorsvaktmästare, Sil"
64284,chef,"F.d. Arbetsförmedlingschef, 65 år"
4411,chef,"72, Norrmalm, f.d. arbetsförmedlingschef"
163018,skadeförebyggare,"Skadeförebyggare, Trelleborg, 74 år"
63359,skadeförebyggare,"47 år, skadeförebyggare, Axtorp"
111841,domstolshandläggare,"Domstolshandläggare, 54 år, Klagstorp"
256033,domstolshandläggare,"35, Domstolshandläggare"
31836,receptarie,"Leg. Receptarie, Kristianstad"
485611,receptarie,Leg. receptarie
126058,kyrkoherde,"76 år, Kyrkoherde emeritus, Olseröd"
32916,kyrkoherde,"68 år, kyrkoherde emeritus"
56698,chef,"65 år, chef äldreomsorg, Tollarp"
254496,chef,"73, Chef äldreomsorg"
53943,it-specialist,"53, IT samordnare, Kristianstad"
351363,it-specialist,"IT samordnare, Örebro"
53971,lastbilsförare,"49, lastbilsförare, Kristianstad"
343312,lastbilsförare,"45 år, Lastbilsförare, Sjulnäs"
437394,lastbilsförare,lastbilsförare
126846,pensionär,pensionerad socialsekreterare
12376,pensionär,"pensionerad socialsekreterare, Öxnevalla"
126849,tränare,coach
212774,tränare,"63 år, Coach, Västerås"
290980,tränare,Coach
155590,tränare,"57,coach,Södertull"
10204,tränare,"42 år, Coach, Bonässund"
105690,tränare,"Skådespelerska, zumbainstruktör, coach, 45 år"
32088,diakoniassistent,"39 år, diakoniassistent, Hjärnarp"
248808,diakoniassistent,"diakoniassistent, Henån"
93562,diakoniassistent,"diakoniassistent, Kallmora"
58781,diakoniassistent,"diakoniassistent, Åkullsjön"
61911,kyrkogårdsföreståndare,"71 år, Kyrkogårdsföreståndare, Hästveda"
275064,kyrkogårdsföreståndare,"64, Kyrkogårdsföreståndare"
27387,kyrkogårdsföreståndare,"Rud, Kyrkogårdsföreståndare"
161595,bilmekaniker,"70 år, Billackerare, Nissaryd"
77734,bilmekaniker,"69 år, billackerare"
217302,bilmekaniker,"55, Billackerare"
514604,bilmekaniker,"27, billackerare, Segersta"
49271,bilmekaniker,"27 år, Billackerare, Grimsmark"
161597,militär,"23 år, Militär, Långaryd"
126328,militär,"54 år, Militär"
36263,militär,Militär
23834,kommunråd,"44 år, Kommunråd, Simlångsdalen"
156090,kommunråd,"36 år, kommunråd, Karlstorp"
240643,kommunråd,"73 år, Kommunråd, Fegen"
119820,cnc-operatör,"43 år, CNC operatör"
66313,cnc-operatör,"30 år, cnc operatör"
28824,cnc-operatör,"49 år, CNC Operatör"
93424,uppfinnare,"32 år, uppfinnare, Mellbystrand"
246776,uppfinnare,"Uppfinnare, Vargön"
240596,uppfinnare,Uppfinnare
189188,uppfinnare,"70 år, Uppfinnare, Skräddarbackens by"
168376,uppfinnare,"59 år, uppfinnare, Gävle strand"
239797,samhällskommunikatör,"61 år, Samhällskommunikatör, Skummeslövsstrand"
134844,samhällskommunikatör,"37, samhällskommunikatör"
10197,samhällskommunikatör,"47 år, Samhällskommunikatör, Örnsköldsvik"
16154,arbetsförmedlare,"66, fd. Arbetsförmedlare, Tröingeberg"
349332,arbetsförmedlare,"73, Orminge, Pensionär, fd. arbetsförmedlare"
190165,skolvärd,"60 år, skolvärd, Falkenberg"
360847,skolvärd,"42, skolvärd"
240637,försäkringsrådgivare,"48 år, Försäkringsspecialist, Skrea"
47387,försäkringsrådgivare,"62 år, Försäkringsspecialist, Bodbysund"
30865,egenföretagare,"69 år, Konsult/Egenföretagare, Varberg"
363014,egenföretagare,"37 år, Konsult/egenföretagare"
31128,kvalitets- och miljöansvarig,"55 år, Kvalitets- och miljöansvarig, Varberg"
230906,kvalitets- och miljöansvarig,"Kvalitets- och miljöansvarig, Orust"
240991,ingenjör,"76 år, Produktionsingenjör, Varberg"
604,ingenjör,"48 år, Produktionsingenjör"
39950,brunnsborrare,"Brunnsborrare, 65 år, Tvååker"
75855,brunnsborrare,"Brunnsborrare, 50 år"
14222,studiesekreterare,"studiesekreterare, 56 år, Träslövsläge"
41931,studiesekreterare,"Studiesekreterare, 60 år, Lysekil"
39916,byggarbetare,"52 år, Byggnadsplåtslagare, Kungsbacka"
62519,byggarbetare,"26, Byggnadsplåtslagare, Dingle"
108682,byggarbetare,"63 år, byggnadsplåtslagare, operatör, Karlberg"
343635,byggarbetare,"Byggnadsplåtslagare, 42"
343585,musikdirektör,"Musikdirektör, Mölnlycke"
255182,musikdirektör,"Musikdirektör, Nossebro"
275295,musikdirektör,"60, Musikdirektör, Ulricehamn"
330201,musikdirektör,"Musikdirektör, Centrum"
26962,musikdirektör,"73 år, musikdirektör, Örebro"
147105,husvärd,Husvärd
4519,husvärd,"58, Spånga, husvärd"
244335,transportplanerare,"29 år, Transportplanerare, Partille"
30043,transportplanerare,"55 år, transportplanerare"
386431,transportplanerare,"Transportplanerare, 43"
386431,transportplanerare,"transportplanerare, 43"
218242,transportplanerare,"48, Lilla Alby, Transportplanerare"
207233,transportplanerare,"Rö, transportplanerare"
226852,verksamhetsutvecklare,"45 år, Verksamhetsarkitekt, Hönö"
373123,verksamhetsutvecklare,"48 år, verksamhetsarkitekt, Hemmanet"
119630,restaurangbiträde,"47 år, Restaurangarbetare, Björkö"
101046,restaurangbiträde,"Restaurangarbetare, 64 år, Strömstad"
9313,restaurangbiträde,"restaurangarbetare, 52 år, Timrå"
121895,underhållstekniker,"56 år, Underhållsingenjör"
84381,underhållstekniker,"51 år, underhållsingenjör, Nol"
40680,underhållstekniker,"58 år, underhållsingenjör"
163696,underhållstekniker,"underhållsingenjör, Kalix"
418161,hästuppfödare,"74, Hästuppfödare, Dyreby"
255658,hästuppfödare,"Hästuppfödare, Fredsberg"
498820,hästuppfödare,"Hästuppfödare, Tällberg"
84731,riksdagsledamot,"F.d Riksdagsledamot, Hunnebostrand"
277851,riksdagsledamot,"F.d riksdagsledamot, 80 år, Sundsvall"
315653,arbetare,"46 år, Pappersindustriarbetare"
340243,arbetare,"Pappersindustriarbetare, 35"
300776,arbetare,"64 år, Pappersindustriarbetare, Ersboda"
179003,civilingenjör,"civilingengör, 49 år, Nödinge"
7793,civilingenjör,"62, civilingengör, Mo"
67697,civilingenjör,"74, civilingengör, Vännäsby"
364343,laboratorieassistent,"37, laboratorieassistent, Stenkullen"
156230,laboratorieassistent,"52, laboratorieassistent, Kilafors"
255053,statlig utredare,"50, Statlig utredare"
241588,statlig utredare,"56 år, Statlig utredare"
9166,statlig utredare,"Siljansnäs, 50 år, Statlig utredare"
184920,psykoterapeut,"psykoterapeut, Lerum"
113984,psykoterapeut,"psykoterapeut,72år,Hjärtum"
113904,psykoterapeut,"psykoterapeut, 65 år"
179494,psykoterapeut,"beteendevetare, psykoterapeut"
193580,psykoterapeut,"61 år, Centrala Sundbyberg, Leg, psykoterapeut"
184927,planeringsledare,planeringsledare
184930,planeringsledare,"planeringsledare, Lerum"
117077,planeringsledare,"63 år, Planeringsledare, Örby"
18044,habiliteringsassistent,"habiliteringsassistent, Nossebro"
160744,habiliteringsassistent,"habiliteringsassistent, Mölndal, 48 år"
326891,habiliteringsassistent,"55 år, Habiliteringsassistent"
74264,habiliteringsassistent,"Habiliteringsassistent, 42 år, Rottneros"
111547,habiliteringsassistent,"55 år, habiliteringsassistent, Köpmanholmen"
74311,omvårdnadspersonal,"30 år, omsorgsarbetare"
94827,omvårdnadspersonal,"omsorgsarbetare, 30 år"
59305,omvårdnadspersonal,"omsorgsarbetare, Rökå"
66510,pappersarbetare,"65 år, Pappersarbetare, Billingsfors"
98715,pappersarbetare,"54 år, Pappersarbetare, Grums"
108686,pappersarbetare,"pappersarbetare, Slottsbron"
113974,automationstekniker,"automationstekniker,53år,Nygård"
130220,automationstekniker,automationstekniker
300043,automationstekniker,"automationstekniker, Ulvsta"
340284,automationstekniker,"Automationstekniker, Järvsö"
10223,automationstekniker,"52 år, Automationstekniker, Husum"
112442,butiksbiträde,"Charkuterist, 44 år"
36259,butiksbiträde,Charkuterist
26020,butiksbiträde,"Charkuterist, Järvsö"
66502,studerande,"23 år, Högskolestudent, Tråvad"
66502,studerande,"23 år,högskolestudent, Tråvad"
126766,studerande,"Högskolestudent, 24, Göteborg"
66506,maskinist,"44 år, Skogsmaskinförare, Emtunga"
66506,maskinist,"44 år,skogsmaskinsförare, Emtunga"
514492,maskinist,"50, skogsmaskinförare, Edsbyn"
198973,maskinist,"69 år, Skogsmaskinförare, Mjösjöby"
13026,kommunsekreterare,"Kommunsekreterare, Forshem, 65 år"
178957,kommunsekreterare,Kommunsekreterare
30297,kommunsekreterare,"31 år, kommunsekreterare, Karlstad"
16580,kommunsekreterare,"33, kommunsekreterare"
4499,kommunsekreterare,"44, Hässelby, kommunsekreterare"
20884,dräng,"43år,Dräng,Gravafors skola"
46429,dräng,"26, Vislanda, Dräng"
200512,postanställd,"40, Postarbetare"
111072,postanställd,"Postarbetare, Minneberg"
300772,postanställd,"57 år, Postarbetare, Mariehem"
201245,miljöekonom,"23, Miljöekonom"
59274,miljöekonom,"43 år, Miljöekonom"
14259,miljöekonom,"miljöekonom, 54 år, Hedesunda"
277396,kriminalvårdsinspektör,"38, kriminalvårdsinspektör, Kvarnbyvallen"
43272,kriminalvårdsinspektör,"51 år, kriminalvårdsinspektör"
43307,kriminalvårdsinspektör,"36 år, kriminalvårdsinspektör"
71092,kriminalvårdsinspektör,Kriminalvårdsinspektör
24078,kriminalvårdsinspektör,"kriminalvårdsinspektör, Finnerödja"
254190,lärare,"67, Leg.Lärare, Kungälv"
255845,lärare,"57, Leg.Lärare, Kungälv"
41948,landstingsråd,"Fd landstingsråd, 69 år, Lyse"
30220,landstingsråd,"70 år, Fd Landstingsråd"
12860,landstingsråd,"fd landstingsråd, 58 år, Noraström"
249644,personlig assistent,"Pers. assistent, Uddevalla"
248816,personlig assistent,"Pers. assistent, Vänersborg"
69417,personlig assistent,"pers. assistent, Skellefteå"
101044,chef,"Terminalchef, 59 år, Strömstad"
30316,chef,"36 år, terminalchef, Karlstad"
67661,chef,"Terminalchef,Forsvik"
240356,utbildningssamordnare,"66 år, utbildningskoordinator, Strömstad"
29080,utbildningssamordnare,"46 år, Utbildningskoordinator"
177509,utbildningssamordnare,"Västervik, Utbildningskoordinator, 63 år"
418033,polis,"f.d Kriminalinspektör, Strömstad"
234,polis,F.d Kriminalinspektör
101163,familjerådgivare,"familjerådgivare, Sandhem, 56 år"
56620,familjerådgivare,familjerådgivare
248807,lärare,"SFI lärare, Sylte"
110563,lärare,"SFI lärare, Taserud"
330218,lärare,"Sfi lärare, Södra Linfhult"
77493,tränare,"34 år, Konståkningstränare"
77495,pensionär,"69 år, Pensionerad lokförare"
77497,riksdagsledamot,"61 år, f.d. riksdagsledamot och ämneslärare"
256155,cnc-operatör,"52, CNC opertatör"
256158,sjuksköterska,"78, Pensionär/f.d sjuksköterska"
256161,elevassistent,"36, Elevassistent/ musikpedagog"
256163,riskansvarig,"48, Riskansvarig"
256172,idrottslärare,"79, f.d Idrottslärare, Pensionär"
256174,regionservice lokalvård,"19, Regionservice lokalvård"
256176,projektledare,"20, Projketledare"
256179,chef,"54, stf. avd. chef Rättspsykiatri"
3104,kyrkokanslist,"59 år, kyrkokanslist, Vänga"
13806,kundrådgivare,"26 år, kundrådgivare, Borås"
18046,kundrådgivare,Kundrådgivare
57886,kundrådgivare,kundrådgivare
13818,truckförsäljare,"55 år, truckförsäljare, Borås"
13823,innovationsrådgivare,"47 år, innovationscoach, Borås"
280269,inköpare,"61, Inköpsassistent, Borås"
112685,statsvetare,"46 år, statsvetare och pedagog"
112693,konstnär,"68 år, konsult/konstnär"
74081,nämndeman,"61 år, nämndeman i Hovrätten, Sjuksköterska, Dannike"
66241,sjuksköterska,"50 år, Sjuksköterska/Ordf. SÄS, Brämhult"
74068,studerande,"25 år, Kulturstudent, Dammsvedjan"
74069,hållbarhetsstrateg,"51 år, Hållbarhetsentreprenör, Sjömarken"
232606,miljöanalytiker,"32 år, Miljöanalytiker, Dalsjöfors"
385916,miljöanalytiker,"29, Miljöanalytiker"
232607,chef,"53 år, Verksamhetschef daglig verksamhet, Druvefors"
256279,egenföretagare,"59, Flyganalytiker/Egen företagare, Brämhult"
256280,åklagare,"68, fd Chefsåklagare, Borås"
256291,barnmorska,"71, f.d Barnmorska, Fristad"
253907,studerande,"21, Student/restaurang, Borås"
256296,it-specialist,"55, IT Application Lead, Dalsjöfors"
49348,tekn. dr.,"Tekn dr, 46"
218241,tekn. dr.,"38, Centrala Sundbyberg, Tekn dr, Civilingenjör"
49385,butikschef,"stf. butikschef, 53"
