grund,tvätt
f.d oppositionsråd,f.d oppositionsråd
västerljung,västerljung
kriminalinspektör,polis
ordf. vuxenskolan,ordf. vuxenskolan
samhällsutvecklare,samhällsutvecklare
åferidelägare,åferidelägare
boendekonsult,boendekonsult
pensionär ronneby,pensionär ronneby
amnestyaktivist karlskrona,aktivist
matdistributör,matdistributör
f.d.personalsekreterare,f.d.personalsekreterare
hällaryd,hällaryd
docent/universitetslektor,docent/universitetslektor
åskloster,åskloster
agunnaryd,agunnaryd
heberg,heberg
harmånger,harmånger
ekonom svalhult,ekonom svalhult
f.d. tjänsteman,f.d. tjänsteman
studie/yrkesvägledare,studie/yrkesvägledare
flygtekniker,flygtekniker
f.d. bruksarbetare,f.d. bruksarbetare
personlig handläggare,personlig handläggare
likenäs,likenäs
turistföretagare,turistföretagare
cad-konsult,cad-konsult
ölmstad,ölmstad
verkstadsledare,verkstadsledare
urshult,urshult
sandhem,sandhem
f.d. socionom,socionom
gyttorp,gyttorp
ikt-pedagog ronneby,ikt-pedagog ronneby
tillväxtstrateg,tillväxtstrateg
f.d. socialchef,chef
studerande ronneby,studerande ronneby
f.d. intendent,f.d. intendent
yrkeslärare ettebro,yrkeslärare ettebro
bodbyn/umeå,bodbyn/umeå
back office manager,chef
vvs-tekniker,vvs-tekniker
applikationsförvaltare,applikationsförvaltare
ervalla,ervalla
byggnadsingenjör smemåla,byggnadsingenjör smemåla
forserum,forserum
fd. kriminalinspektör,fd. kriminalinspektör
braås,braås
fil dr/phd/forskare,fil dr/phd/forskare
f.d. sjökapten/journalist,f.d. sjökapten/journalist
dingtuna/västerås,dingtuna/västerås
konsultchef,chef
logistiksupport,logistiksupport
projektledare o busschaufför,projektledare o busschaufför
gafsele,gafsele
företagsutvecklare,företagsrådgivare
stråvalla,stråvalla
företagare hållbarhet,företagare hållbarhet
charlottenberg,charlottenberg
ekeby,ekeby
fd ambulans förman,fd ambulans förman
f.d. chef vård och omsorg,f.d. chef vård och omsorg
civilingenjörsstuderande,studerande
inredningsarkitekt,inredningsarkitekt
verksamhetsledare asf,verksamhetsledare asf
fritidsped/jurist,fritidsped/jurist
keramiker,keramiker
fd landstingsråd,landstingsråd
civ.ingenjör/företagare,civ.ingenjör/företagare
fd smittskyddsläkare,fd smittskyddsläkare
civiljägmästare,jägmästare
egenföretagare räntemåla,egenföretagare räntemåla
studievägledare,studie- och yrkesvägledare
malmbäck,malmbäck
assistent kallinge,assistent kallinge
juriststuderande,juriststuderande
norrlångträsk,norrlångträsk
socialpedagog asarum,socialpedagog asarum
askeryd,askeryd
bregården,bregården
sturkö,sturkö
frisör stengölsmåla,frisör stengölsmåla
politiker ronneby,politiker ronneby
fd avdelningsdirektör,fd avdelningsdirektör
ekoingenjör/regionråd,ekoingenjör/regionråd
getterön,getterön
boberg,boberg
digital account manager,digital account manager
umgransele,umgransele
jämshög,jämshög
f.d. specialpedagog,f.d. specialpedagog
områdeschef utb.,områdeschef utb.
vinberg,vinberg
driftsledare,driftstekniker
agronom/företagare,agronom/företagare
livscoach lilla räfsmåla,livscoach lilla räfsmåla
jättendal,jättendal
kulturchef,chef
adak,adak
medicinsk bibliotekare,medicinsk bibliotekare
svängsta,svängsta
elkonsult,elkonsult
projektledare räntemåla,projektledare räntemåla
ventilationstekniker,tekniker
landsbygdsföretagare,egenföretagare
fd. generalsekreterare,fd. generalsekreterare
skådespelare/egen företagare,skådespelare/egen företagare
framtidsforskare/uppfinnare,framtidsforskare/uppfinnare
fd adjunkt,fd adjunkt
hunnestad,hunnestad
f.d. barnmorska,barnmorska
vårdare siggamåla,vårdare siggamåla
långsele,långsele
högskolestuderande,högskolestuderande
leg. psykolog och leg. psykoterapeut,leg. psykolog och leg. psykoterapeut
fd förhandlare,fd förhandlare
lilla tjärby,lilla tjärby
närradiotekniker,närradiotekniker
bergåsa,bergåsa
mediasäljare,säljare
cirkelledare,cirkelledare
kälarne,kälarne
hosaby björke,hosaby björke
skällinge,skällinge
fd inspektör,fd inspektör
ugglarp,ugglarp
fritidspedagog/idrottslärare,fritidspedagog/idrottslärare
säljare energi,säljare energi
f.d. bibliotekarie,bibliotekarie
category manager,category manager
f.d. speciallärare,f.d. speciallärare
pastor/guide,pastor/guide
fil.dr forskningsarkivarie,fil.dr forskningsarkivarie
hälsoföretagare,hälsoföretagare
hästö,hästö
exergi-tekniker,exergi-tekniker
väbynäs,väbynäs
anställd i försvarsmakten,anställd i försvarsmakten
gruppledare ronneby,gruppledare ronneby
riksdagsledamot och socionom,riksdagsledamot och socionom
boendeassistent,boendeassistent
militär skyddsvakt/soldat,militär skyddsvakt/soldat
f.d. tågmästare,f.d. tågmästare
ålberga,ålberga
potatisodlare,potatisodlare
audionom,audionom
koordinator ronneby,koordinator ronneby
rengsjö,rengsjö
begravningsentreprenör ronneby,begravningsentreprenör ronneby
vedevåg,vedevåg
kapten,kapten
mjölkproducent,bonde
el- och instrumentkonstruktör,el- och instrumentkonstruktör
undersköterska/företagare,undersköterska/företagare
elektronikmontör,elektronikmontör
tving,tving
fd ekonomiassistent,fd ekonomiassistent
kursutvecklare,kursutvecklare
långaryd,långaryd
säkerhetsinformatör,säkerhetsinformatör
datakonsult,datakonsult
lärare/företagare,lärare/företagare
inköpschef,chef
fd biståndshandläggare,fd biståndshandläggare
limbacka,limbacka
åled,åled
glanshammar,glanshammar
stallarholmen,stallarholmen
bua,bua
konditor,konditor
omsorgshandledare,omsorgshandledare
kostekonom,kostekonom
verksamhetsutvecklarer karlshamn,verksamhetsutvecklarer karlshamn
driftsmaskinist,driftsmaskinist
pensionerad målare,pensionär
redovisningsassistent oxlaby,redovisningsassistent oxlaby
fd.stadsdirektör karlshamn,fd.stadsdirektör karlshamn
hara,hara
sölve,sölve
gripenberg,gripenberg
golfbanearbetare,golfbanearbetare
partiombudsman emeritus,partiombudsman emeritus
aggerud,aggerud
kyrkhult,kyrkhult
strömsbergs bruk,strömsbergs bruk
vagnhärad,vagnhärad
valskog/kungsör,valskog/kungsör
ambulansvårdare,ambulansvårdare
årsunda,årsunda
pumpmaskinist,maskinist
arbetslös,arbetslös
korsberga,korsberga
tandhygienist,tandhygienist
undersöterska,undersöterska
alstermo,alstermo
norrhult,norrhult
resemontör,resemontör
korsordskonstruktör,korsordskonstruktör
verkstadschef,chef
statsarkitekt,statsarkitekt
tjänsteman eu,tjänsteman eu
teknologie doktor karlshamn,teknologie doktor karlshamn
industrielektriker,elektriker
kundansvarig gruppledare,kundansvarig gruppledare
föreningskoordinator,föreningskoordinator
undersköterska/entreprenör,undersköterska/entreprenör
mottagningssamordnare,mottagningssamordnare
biträdande driftschef,biträdande driftschef
f.d. verksamhetschef,f.d. verksamhetschef
åtorp,åtorp
ceremonimästare,ceremonimästare
professor em.,professor
skogsentreprenör,skogsentreprenör
agronomie doktor,agronomie doktor
studerar statsvetenskap,studerar statsvetenskap
vallsta,vallsta
pensionär makrilla,pensionär makrilla
it,it
f.d. planeringsingejör,f.d. planeringsingejör
belganet,belganet
utbildningskonsulent,utbildningskonsulent
norje,norje
ränneslöv,ränneslöv
yrkesmilitär,yrkesmilitär
lärare/samordnare,lärare/samordnare
reservofficer flottan ronneby,reservofficer flottan ronneby
fredriksdal,fredriksdal
högskoleadjunkt  karlshamn,högskoleadjunkt  karlshamn
barnsjuksköterska,barnsjuksköterska
flygledare,flygledare
älvsered,älvsered
forskningsassistent,forskningsassistent
habiliteringspersonal,habiliteringsassistent
f.d. adjunkt,militär
trönö,trönö
byggföretagare,byggföretagare
fd.chefssjuksköterska,fd.chefssjuksköterska
länsveterinär,länsveterinär
pensionär samhällsarbetare,pensionär samhällsarbetare
karlsham,karlsham
bitr. generalsekreterare,bitr. generalsekreterare
flisby,flisby
ekonom/barnskötare,ekonom/barnskötare
utbildningshandläggare,utbildningshandläggare
projektkoordinator lrf,projektkoordinator lrf
rydö,rydö
kolsva,kolsva
johannishus,johannishus
kolbäck/hallstahammar,kolbäck/hallstahammar
kasamark,kasamark
f.d. metallarbetare,arbetare
f.d. narkossjuksköterska,f.d. narkossjuksköterska
traryd,traryd
tröinge,tröinge
mjölkbonde,bonde
f.d. brandman,f.d. brandman
assisterande psykolog ronneby,assisterande psykolog ronneby
skultuna,skultuna
f.d journalist,f.d journalist
stöde,stöde
boendecoach,boendecoach
sörfors,sörfors
hr & marknadsföringschef,hr & marknadsföringschef
klöverträsk,klöverträsk
fil. kand. biologi,fil. kand. biologi
leg. sjuksköterska och tandläkare,leg. sjuksköterska och tandläkare
integrationshandledare,integrationsassistent
områdeschef äldreomsorg,chef
ungsekreterare,ungsekreterare
hydrogeolog,hydrogeolog
handledare psykiatri,handledare psykiatri
brottsutredare,brottsutredare
älby,älby
sandsjöfors,sandsjöfors
grimslöv,grimslöv
affärs- och verksamhetsutvecklare,affärs- och verksamhetsutvecklare
luthagen,luthagen
facklig organisatör,facklig organisatör
älmeboda,älmeboda
senior/förvaltningschef,senior/förvaltningschef
enåsa,enåsa
söderhamn/mo,söderhamn/mo
gumboda,gumboda
tullmästare,tullmästare
pensionär/f d teknikinformatör,pensionär/f d teknikinformatör
gis-samordnare,gis-samordnare
ingenjör/företagare,ingenjör/företagare
egetföretagare,egetföretagare
vederslöv,vederslöv
gällö,gällö
högsbohöjd,högsbohöjd
övergran,övergran
arbrå,arbrå
holmön,holmön
gemla,gemla
styckmästare,styckmästare
familjehem,familjehem
meteorolog,meteorolog
jägmästare/egenföretagare,jägmästare/egenföretagare
lammhult,lammhult
personalplanerare,personalplanerare
hålabo,hålabo
f.d. it-manager,f.d. it-manager
bagare,bagare
civilingengör,civilingenjör
forsheda,forsheda
barsele,barsele
regionråd/jurist,regionråd/jurist
bilskadereparatör,bilskadereparatör
naturhälsopedagog,naturhälsopedagog
fastighetsarbetare,fastighetsarbetare
ambassadör,ambassadör
tekniskt säljstöd,tekniskt säljstöd
läkemedelstekniker,läkemedelstekniker
beredskapsstrateg,beredskapsstrateg
högboda,högboda
häggeby,häggeby
f.d. egen företagare/säljare,f.d. egen företagare/säljare
undersköterska/ssk-student,undersköterska/ssk-student
f.d. inköpare,f.d. inköpare
kraddsele,kraddsele
sjukskriven,sjukskriven
virkesmästare,virkesmästare
socialchef/leg sjukgymnast,socialchef/leg sjukgymnast
språkombud/undersköterska,språkombud/undersköterska
tullspecialist,tullspecialist
trafikinspektör,trafikinspektör
hästskötare,hästskötare
studie- & yrkesvägledare,studie- & yrkesvägledare
soldatshemsföreståndare,soldatshemsföreståndare
distriktssjuksköterska,sjuksköterska
huddungeby,huddungeby
dr statsvetenskap,dr statsvetenskap
skyttorp,skyttorp
granö,granö
bergarbetare,arbetare
fd köpman,köpman
erikslid,erikslid
skogsbonde,skogsbrukare
maskinentreprenör,maskinentreprenör
ramstalund,ramstalund
processkötare,processkötare
product compliance specialist,product compliance specialist
pensionerad brottsofffersamordnare,pensionerad brottsofffersamordnare
hallen,hallen
pensionär/f d distriktssköterska,pensionär/f d distriktssköterska
moröhöjden,moröhöjden
arméofficer,arméofficer
bräcke,bräcke
f d vårdlärare,f d vårdlärare
demenssjuksköterska,demenssjuksköterska
godsvagnsreparatör,godsvagnsreparatör
regionsassistent,regionsassistent
f d egenföretagare,f d egenföretagare
visingsö,visingsö
bitr hotellchef,bitr hotellchef
blaiken,blaiken
pensionerad skötare,pensionerad skötare
butiksarbetare,butiksbiträde
public affairs och kommunikationsansvarig,public affairs och kommunikationsansvarig
hånger,hånger
mörhult,mörhult
leg. läkare/doktorand,leg. läkare/doktorand
bruzaholm,bruzaholm
norrskedika,norrskedika
systemkonsult,systemkonsult
pensionär/pastor,pensionär/pastor
it-säkerhetskonsult,it-säkerhetskonsult
fd rektor fhs,fd rektor fhs
sunnaryd,sunnaryd
bankrådgivare,bankir
tomtebo,tomtebo
ungdomskonsulent,ungdomskonsulent
kittelfjäll,kittelfjäll
kaskeluokt,kaskeluokt
biträdande professor,biträdande professor
resurslärare,resurspedagog
nye,nye
bottnaryd,bottnaryd
studerande apotekarprogrammet,studerande apotekarprogrammet
fd kvalitetschef,fd kvalitetschef
alkohol-/drogbehandlare,alkohol-/drogbehandlare
fd generalsekreterare,fd generalsekreterare
församlingshede/präst,församlingshede/präst
duved,duved
funbo,funbo
god man/förvaltare,god man/förvaltare
silviasyster,undersköterska
östra falmark,östra falmark
höreda,höreda
junsele,junsele
bälaryd,bälaryd
terminalarbetare,arbetare
röbäck,röbäck
industri tekniker,industri tekniker
regionfullmäktige,regionfullmäktige
universitetslektor/övertandläkare,universitetslektor/övertandläkare
sångpedagog,sångpedagog
barnsjuksöterska,barnsjuksöterska
f d specialpedagog,f d specialpedagog
aktivitetsledare,aktivitetsledare
anneberg,anneberg
gymnasieelev,gymnasieelev
fritidssamordnare,fritidssamordnare
vendel,vendel
verkstadssnickare,verkstadssnickare
klutmark,klutmark
villstad,villstad
villvattnet/burträsk,villvattnet/burträsk
boviksbadet,boviksbadet
efs präst,efs präst
krusenberg,krusenberg
fd flygvapenofficer,fd flygvapenofficer
ormaryd,ormaryd
timvikarie lss,timvikarie lss
f.d. säljare,säljare
bergsbyn,bergsbyn
kommunalråd/lantmästare,kommunalråd/lantmästare
norrfjärden,norrfjärden
stensnäs,stensnäs
kvalitetsingenjör,kvalitetstekniker
gatuköksinnehavare,gatuköksinnehavare
sävja,sävja
ragvaldsträsk,ragvaldsträsk
arbetsmiljöexpert,arbetsmiljöexpert
broaryd,broaryd
bygginformatör,bygginformatör
aktiveringsledare,aktiveringsledare
mörsil,mörsil
miljöjurist,miljöjurist
f.d. försäkringsförmedlare,f.d. försäkringsförmedlare
stadssekreterare,stadssekreterare
pensionerad lektor,pensionerad lektor
it manager,it manager
mobacken,mobacken
väse,väse
lommaryd,lommaryd
sjöman,sjöman
fd läkare,fd läkare
kock och mjölkproducent,kock och mjölkproducent
utvecklingshandledare,utvecklingshandledare
patentkonsult,patentkonsult
ordförande,ordförande
förbundsordförande kdu,förbundsordförande
korskrogen,korskrogen
givarpsvägen,givarpsvägen
redovisn.ass.,redovisn.ass.
hargshamn,hargshamn
f.d. fastighetsmäklare,f.d. fastighetsmäklare
bashult,bashult
kvalitetssamordnare,kvalitetssamordnare
livsnjutare,livsnjutare
f.d. plåtslagare,f.d. plåtslagare
ungdomsassistent,ungdomsassistent
teknisk projektledare,teknisk projektledare
materialinköpare,materialinköpare
hörnsjö,hörnsjö
företagare/f.d. landstingsråd,företagare/f.d. landstingsråd
kommunikatör/programansvarig,kommunikatör/programansvarig
åryd,åryd
örträsk,örträsk
vitberget,vitberget
bäckaby,bäckaby
vd - assistent,vd - assistent
rasbokil,rasbokil
nyland,nyland
kassör,kassör
arbetsledare it,arbetsledare it
öjersjö,öjersjö
älandsbro,älandsbro
lidhult,lidhult
torrböle,torrböle
vd/senior advisor,vd/senior advisor
kontorsassistent,kontorsassistent
pensionerad folkhögskolelärare,pensionerad folkhögskolelärare
säkerhetsingenjör,säkerhetsingenjör
miljöarbetare,miljöanalytiker
ankarsund,ankarsund
at-läkare,at-läkare
fromheden,fromheden
hamra,hamra
ekshärad,ekshärad
dikanäs,dikanäs
metalarbetare,metalarbetare
metallindustriarbetare,metallindustriarbetare
ransta,ransta
farstorp,farstorp
migr.handl,migr.handl
dala-järna,dala-järna
hällbergssvedjan,hällbergssvedjan
fd åkeriägare,åkeriägare
mjukvarutestare,mjukvarutestare
fd kommunchef,fd kommunchef
f.d. förskolechef,f.d. förskolechef
fd. officer,militär
mobiltekniker,mobiltekniker
körpedagog,körpedagog
landsbro,landsbro
arkivassistent,arkivassistent
bitr. verksamhetschef,bitr. verksamhetschef
myndighetschef,myndighetschef
politiskt sekreterare,politiskt sekreterare
kock/undersköterska,kock/undersköterska
örviken,örviken
yrkesarbetare,yrkesarbetare
husbondliden,husbondliden
gargnäs,gargnäs
fil. dr. nationalekonomi,fil. dr. nationalekonomi
barnundersköterska,barnundersköterska
alfta,alfta
inredare,inredare
samordnare/lärare,samordnare/lärare
kärrsvägen,kärrsvägen
finnfors,finnfors
svarttjärn,svarttjärn
tandläkare (pensionär),tandläkare (pensionär)
pens personlig assistent,pens personlig assistent
sälj- och projektledare,sälj- och projektledare
präst i sv. kyrkan,präst i sv. kyrkan
guide,guide
rivare,rivare
äldrepedagog,äldrepedagog
skiftsledare,skiftsledare
f.d. konsult,f.d. konsult
f.d. marknadsförare,f.d. marknadsförare
norra sandsjö,norra sandsjö
bartender,bartender
företagare/statsvetare,företagare/statsvetare
statssekreterare,statssekreterare
produktutvecklare,produktutvecklare
tågmontör,tågmontör
veckholm,veckholm
västra björkdal,västra björkdal
förpackningstekniker,förpackningstekniker
fd. sjuksköterska,fd. sjuksköterska
oviken,oviken
fd läkarsekreterare,fd läkarsekreterare
kulturarbetare/oppositionsråd,kulturarbetare/oppositionsråd
morgongåva,morgongåva
vårdenhetschef,vårdenhetschef
fd företagare,egenföretagare
fil. dr./civilingenjör,fil. dr./civilingenjör
projektkonsult,projektkonsult
domkyrkoklockare,domkyrkoklockare
administrativ handläggare,administrativ handläggare
säkerhetsansvarig,säkerhetsrådgivare
handläggare på lo,handläggare på lo
master i statskunskap,master i statskunskap
billackerare,bilmekaniker
teknisk konsult,teknisk konsult
automationstekniker,automationstekniker
fd porslinstryckare,fd porslinstryckare
musikant,musikant
sparreholm,sparreholm
näsby,näsby
kamrer,kamrer
tvärålund,tvärålund
industristaden,industristaden
veteran,veteran
kyltekniker,kyltekniker
brattsbacka,brattsbacka
kvarnåsen,kvarnåsen
pensionerad metallarbetare,pensionär
gruppledare i landstinget,gruppledare i landstinget
skarvsjöby,skarvsjöby
aktiv senior,aktiv senior
täfteå,täfteå
västerlid,västerlid
f.d. sjukvårdsbiträde,f.d. sjukvårdsbiträde
projektingenjör,projektingenjör
deje,deje
husby-rekarne,husby-rekarne
f d. kyrkojurist,f d. kyrkojurist
f d kontorschef,f d kontorschef
direktor,direktor
besiktingman,besiktingman
björksele,björksele
behandlare,behandlare
lekeryd,lekeryd
it-konsult/egenföretagare,it-konsult/egenföretagare
ammarnäs,ammarnäs
förtidspensionär,förtidspensionär
köksbiträde,köksbiträde
riksingenjör,riksingenjör
pensionerad personlig assistent,pensionerad personlig assistent
litslena,litslena
grimsmark,grimsmark
f d teaterarbetare,f d teaterarbetare
jur. stud.,jur. stud.
