id,tvätt,tvätt2,valsedelsuppgift
91094,mentalskötare,mentalskötare,"64, Alby, Mentalskötare"
202008,socionom,socionom,"56, Socionom, Centrala Väsby"
156622,socionom,socionom,"69, Socionom, Bollstanäs"
123877,socionom,socionom,"Socionom, Brunnby Vik"
123882,socionom,socionom,"Socionom, Runby"
216700,socionom,socionom,"28 år, Socionom, Prästgårdsmarken"
164490,socionom,socionom,"76, Socionom"
238635,socionom,socionom,"socionom, Österskär"
208838,socionom,socionom,"77, Socionom, Tjällmora"
246456,socionom,socionom,"Socionom, Jakobsberg"
246474,socionom,socionom,"Socionom, Järfälla"
20245,socionom,socionom,"35, Socionom"
217894,socionom,socionom,Socionom
217910,socionom,socionom,Socionom
154419,socionom,socionom,"74, Socionom, Väsby"
162435,socionom,socionom,"28, Socionom, Kvarnbergsplan"
162438,socionom,socionom,"65, Socionom, Stuvsta"
242842,socionom,socionom,"44 år, socionom"
147212,socionom,socionom,"48, Socionom, Tungelsta"
237385,socionom,socionom,"53, socionom"
182452,socionom,socionom,Socionom
198730,socionom,socionom,"75, Socionom, Krusboda"
155518,socionom,socionom,Socionom
155520,socionom,socionom,Socionom
164130,socionom,socionom,"72, Socionom, Tibble"
179327,socionom,socionom,Socionom
126507,socionom,socionom,"57, Socionom, Visinge"
94773,socionom,socionom,"44, Socionom, Skarpäng"
146357,socionom,socionom,"86, Socionom"
332420,socionom,socionom,"Socionom, Djursholm"
332423,socionom,socionom,"Socionom, Enebyberg"
119195,socionom,socionom,"74, Socionom, Skälby"
313936,socionom,socionom,"31, Socionom, Stockholm"
313944,socionom,socionom,"51, Socionom, Enskededalen"
312933,socionom,socionom,"27, Socionom, Spånga"
271094,socionom,socionom,"socionom, Spånga"
103084,socionom,socionom,"56, socionom, Södermalm"
20415,socionom,socionom,"72, Socionom"
194381,socionom,socionom,"Socionom, Bergvik, 55"
70619,socionom,socionom,"Socionom, Ritorp, 26"
155963,socionom,socionom,"33, Socionom"
349329,socionom,socionom,"42, Socionom, Lärare"
13905,socionom,socionom,"67, Socionom, Saltängen"
247578,socionom,socionom,"Socionom, 73 år, Eknäs"
67212,socionom,socionom,"70, socionom, Centrala Sundbyberg"
156830,socionom,socionom,"56, Socionom"
156849,socionom,socionom,"69, Socionom"
211826,socionom,socionom,"33 år, socionom, Skytteholm"
211830,socionom,socionom,"60 år, socionom, Bergshamra"
147966,socionom,socionom,"27, Socionom, Torsvik"
349841,socionom,socionom,"70 år, socionom"
183774,socionom,socionom,socionom
241895,socionom,socionom,"Socionom, 63 år, Vaxön"
23517,socionom,socionom,"49, Socionom, Vaxön"
45412,socionom,socionom,"socionom, 46, Bergshamra"
246827,socionom,socionom,"socionom, Gräddö"
108395,socionom,socionom,"42, Socionom, Norrtälje"
317567,socionom,socionom,"53, Sigtuna"
317567,socionom,socionom,"53, Socionom, Sigtuna"
212183,socionom,socionom,"43 år, socionom"
76930,socionom,socionom,"49, Socionom, Sorunda"
162536,socionom,socionom,"Socionom, Nynäshamn"
244841,socionom,socionom,"Socionom, 72, Sorunda"
134970,socionom,socionom,"72 år, Socionom, Väppeby"
392639,socionom,socionom,"Socionom, 75 år, Skutskär"
172725,socionom,socionom,"55 år, Socionom"
384726,socionom,socionom,"42, socionom, V Ängby"
384880,socionom,socionom,"68 år, Socionom, Heby"
480169,socionom,socionom,"socionom, Morgongåva"
180127,socionom,socionom,"50 år, socionom, Åkerby"
110973,socionom,socionom,"70 år, Socionom, Kapellgärdet"
382652,socionom,socionom,"Socionom, 28 år, Almunge"
395791,socionom,socionom,"64, socionom, Luthagen"
66763,socionom,socionom,"socionom, 83 år"
133950,socionom,socionom,"76 år, Socionom, Boglösa"
385661,socionom,socionom,"62, socionom, Hummelsta"
78555,socionom,socionom,"44 år, Socionom, Östhammar"
78566,socionom,socionom,"71 år, Socionom, Östhammar"
78575,socionom,socionom,"68 år, Socionom, Alunda"
54020,socionom,socionom,"72 år, socionom, Östhammar"
392772,socionom,socionom,"57 år, Socionom, Alunda"
383036,socionom,socionom,"60 år, Socionom, Österbybruk"
48725,socionom,socionom,"30, Socionom, Nyköping"
188663,socionom,socionom,"56 år, socionom, Flen"
104837,socionom,socionom,"socionom, Flen"
82771,socionom,socionom,"70 år, Socionom"
11419,socionom,socionom,"70, Socionom"
10148,socionom,socionom,"66 år, socionom, Eskilstuna"
59132,socionom,socionom,"65, Socionom"
32988,socionom,socionom,"74, Socionom, Torshälla"
32992,socionom,socionom,"59, Socionom, Eskilstuna"
79432,socionom,socionom,"71, Socionom, Mariefred"
79434,socionom,socionom,"70, Socionom, Stallarholmen"
79443,socionom,socionom,"73, Socionom, Stallarholmen"
40272,socionom,socionom,"Socionom, Boet"
95277,socionom,socionom,"34 år, socionom, Gusum"
267149,socionom,socionom,"socionom, 35 år"
267665,socionom,socionom,"socionom, 33 år"
251631,socionom,socionom,"Socionom, Ekholmen"
189611,socionom,socionom,"socionom, 80 år"
251758,socionom,socionom,"Socionom, Navestad"
250342,socionom,socionom,"socionom, 69 år"
34022,socionom,socionom,Socionom
103155,socionom,socionom,"65, Socionom, Motala"
31566,socionom,socionom,"58, socionom"
230793,socionom,socionom,"socionom, Lommaryd"
87019,socionom,socionom,"Socionom,Hillerstorp,32 år"
504203,socionom,socionom,"socionom, Gnosjö"
35534,socionom,socionom,"33 år,Socionom,Mullsjö"
311093,socionom,socionom,socionom
311094,socionom,socionom,socionom
123647,socionom,socionom,"65, Socionom, Övertorp, Mullsjö"
77794,socionom,socionom,"Socionom, Habo"
233332,socionom,socionom,"74 år, socionom, Habo"
167709,socionom,socionom,"socionom, Villstad"
168109,socionom,socionom,"67, Socionom, Ölmstad"
168116,socionom,socionom,"45, Socionom, Bankeryd"
77841,socionom,socionom,"Socionom, Ekhagen"
195474,socionom,socionom,"61, socionom"
375279,socionom,socionom,"62 år, socionom, Nässjö"
374588,socionom,socionom,"36 år, socionom, Värnamo"
136623,socionom,socionom,"Socionom, Näshult"
68872,socionom,socionom,"61 år, Socionom, Landsbro"
35789,socionom,socionom,"63 år,Socionom, Eksjö"
15972,socionom,socionom,"Socionom, Eksjö"
36083,socionom,socionom,"50 år,Socionom, Tranås"
78128,socionom,socionom,"Socionom, Magersjö"
231918,socionom,socionom,"66, socionom,  Älmhult"
231922,socionom,socionom,"31, socionom, Älmhult"
354612,socionom,socionom,"Socionom, Timsfors"
215330,socionom,socionom,"Socionom, Centrum"
124833,socionom,socionom,"50, Socionom"
229110,socionom,socionom,"51, socionom, Lagan"
300205,socionom,socionom,"socionom, Angelstad"
363920,socionom,socionom,"50 år, socionom, Torsås"
316661,socionom,socionom,"Socionom, nationalekonom, Söderåkra"
230701,socionom,socionom,"Socionom, Färjestaden, 54 år"
301055,socionom,socionom,"60 år, socionom, Norra Kvinneby"
161615,socionom,socionom,"Socionom, Degerhamn"
8253,socionom,socionom,"Socionom, Ålem, 42 år"
19600,socionom,socionom,"Socionom, Kalmar, 51 år"
235012,socionom,socionom,"29 år, socionom, Kalmar"
60724,socionom,socionom,"socionom, Sandås"
368405,socionom,socionom,Socionom
10111,socionom,socionom,"Socionom, 52år, Nybro"
163643,socionom,socionom,"Socionom, 71år, Nybro"
310074,socionom,socionom,"Socionom, Oskarshamn"
342350,socionom,socionom,Socionom
36039,socionom,socionom,"socionom, Gamleby"
219766,socionom,socionom,"67 år, socionom, Visby"
301711,socionom,socionom,"Socionom, Karlskrona"
313454,socionom,socionom,"36, socionom, Asarum"
300749,socionom,socionom,Socionom
112453,socionom,socionom,"socionom, 42 år, Teckomatorp"
79233,socionom,socionom,"36, Socionom, Grevie"
62927,socionom,socionom,"44 år, Socionom, Tingsbyn"
162905,socionom,socionom,"57 år, Socionom"
55475,socionom,socionom,"Socionom, Knislinge"
31786,socionom,socionom,"Socionom, Ramnekärr"
63251,socionom,socionom,"Socionom, Örkelljunga"
63279,socionom,socionom,"Socionom, Örkelljunga"
22069,socionom,socionom,"44 år, socionom, Eket"
59536,socionom,socionom,"58 år, socionom, Lilla Harrie"
57255,socionom,socionom,"69 år, socionom, Borgeby"
60914,socionom,socionom,"49 år, socionom, Svedala"
60931,socionom,socionom,"59 år, socionom, Svedala"
123911,socionom,socionom,socionom
157279,socionom,socionom,"socionom, Abbekås"
106796,socionom,socionom,"56, Socionom"
39183,socionom,socionom,"66, Socionom, Ingemanstorp"
59440,socionom,socionom,"38 år, Socionom, Korsholm"
31784,socionom,socionom,"68 år, Socionom, Höör"
31969,socionom,socionom,"67 år, Socionom, Tjörnarp"
109809,socionom,socionom,"socionom, Ormanäs"
180051,socionom,socionom,"socionom, Höör"
35340,socionom,socionom,"38, Socionom, Onslunda"
79291,socionom,socionom,"55, Socionom, Munka Tågarp"
124140,socionom,socionom,"socionom, 70 år, Smedstorp"
124141,socionom,socionom,"socionom, 58 år, Smedstorp"
86146,socionom,socionom,"socionom, Näsum"
24296,socionom,socionom,"Socionom, 72 år, Båstad"
42292,socionom,socionom,"63, Socionom, Båstad"
52499,socionom,socionom,"76 år, socionom, Båstad"
40488,socionom,socionom,"Socionom, 38 år"
17215,socionom,socionom,"socionom, 33 år, Värnhem"
20824,socionom,socionom,"socionom, 37 år, Värnhem"
109319,socionom,socionom,"socionom, 42 år, Limhamn"
109148,socionom,socionom,"socionom, 51 år, Västra hamnen"
66813,socionom,socionom,"Socionom, 62"
154023,socionom,socionom,Socionom
154031,socionom,socionom,Socionom
56922,socionom,socionom,"23 år, socionom, Landskrona Väster"
163170,socionom,socionom,"60 år, Socionom, Rydebäck"
163172,socionom,socionom,"40 år, Socionom, Gustavslund"
163750,socionom,socionom,"48 år, Socionom, Bårslöv"
108238,socionom,socionom,"64 år, socionom"
108254,socionom,socionom,"64 år, socionom"
155425,socionom,socionom,"socionom, 65 år, Höganäs"
126082,socionom,socionom,"53 år, Socionom"
21560,socionom,socionom,"48 år, Socionom, Leg. Psykoterapeut"
124684,socionom,socionom,"socionom, 39 år"
64274,socionom,socionom,"Socionom, 73 år"
64313,socionom,socionom,"Socionom, 39 år"
111834,socionom,socionom,"Socionom, 72 år, Grönby"
124654,socionom,socionom,"socionom, Trelleborg"
31870,socionom,socionom,"Socionom, Önnestad"
126059,socionom,socionom,"48 år, Socionom, Villands Vånga"
20822,socionom,socionom,"33 år, Socionom, Kristianstad"
126848,socionom,socionom,socionom
126870,socionom,socionom,socionom
59889,socionom,socionom,"75 år, socionom, Brantevik"
128105,socionom,socionom,socionom
54007,socionom,socionom,"61 år, Socionom, Farstorp"
52771,socionom,socionom,"64 år, socionom, Hässleholm"
131364,socionom,socionom,"50 år, socionom, Getinge"
131369,socionom,socionom,"55 år, socionom, Centrum"
93428,socionom,socionom,"62 år, socionom, Skummeslövsstrand"
131349,socionom,socionom,"socionom, 82 år, Kungsbacka"
183158,socionom,socionom,socionom
147123,socionom,socionom,Socionom
434074,socionom,socionom,Socionom
244332,socionom,socionom,"69 år, Socionom, Furulund"
76156,socionom,socionom,"48 år, Socionom, Spekeröd"
213859,socionom,socionom,"socionom, Stenungsund, 66 år"
211858,socionom,socionom,"Socionom, Ed"
178996,socionom,socionom,"socionom, 34 år, Älvängen"
137711,socionom,socionom,"socionom, Lerum"
364340,socionom,socionom,"49, socionom, Floda"
255060,socionom,socionom,"46, Socionom"
160749,socionom,socionom,"socionom, Floda"
184917,socionom,socionom,"socionom, Floda"
184931,socionom,socionom,"socionom, Floda"
8560,socionom,socionom,"65 år, socionom, Vårgårda"
146035,socionom,socionom,"49 år, Socionom, Dals Rostock"
12374,socionom,socionom,"socionom, Örby"
12377,socionom,socionom,"socionom, Fritsla"
64244,socionom,socionom,"Socionom, 61 år"
35287,socionom,socionom,"72 år, socionom, Götene"
35292,socionom,socionom,"71 år, socionom, Götene"
148028,socionom,socionom,"66 år, Socionom, Götene"
20886,socionom,socionom,"49 år,Socionom,Kronkvarn"
201284,socionom,socionom,"73, Socionom"
36684,socionom,socionom,"44 år, socionom"
199955,socionom,socionom,"67, Socionom, Göteborg"
234032,socionom,socionom,"64 år, Socionom"
884,socionom,socionom,"32, socionom"
126796,socionom,socionom,"socionom, 50, Göteborg"
118949,socionom,socionom,"30 år, Socionom, Bifrost"
118952,socionom,socionom,"69 år, Socionom, Kållered"
118962,socionom,socionom,"65 år, Socionom, Kållered"
255820,socionom,socionom,"72, Socionom, Lindome"
160735,socionom,socionom,"socionom, Mölndal, 68 år"
198332,socionom,socionom,"socionom, Mölndal, 68 år"
49477,socionom,socionom,"socionom, Bratteröd"
84741,socionom,socionom,Socionom
324486,socionom,socionom,"57 år, Socionom"
34789,socionom,socionom,"socionom, Hogar Gård"
240355,socionom,socionom,"79 år, socionom, Strömstad"
256061,socionom,socionom,"52, Socionom"
68628,socionom,socionom,"71 år, Socionom"
240603,socionom,socionom,Socionom
256153,socionom,socionom,"68, Socionom"
313324,socionom,socionom,"30 år, Socionom"
174260,socionom,socionom,Socionom
76416,socionom,socionom,"68 år, Socionom, Centrum"
274937,socionom,socionom,"59, Socionom, Sjömarken"
74867,socionom,socionom,"69 år, Socionom, Sandared"
49355,socionom,socionom,"Socionom, 58"
76037,socionom,socionom,"35 år, socionom, Norrmalm"
76981,socionom,socionom,"46 år, socionom, Ulricehamn"
275573,socionom,socionom,"40, Socionom, Mariestad"
37795,socionom,socionom,"35 år, Socionom"
23706,socionom,socionom,"65 år, Socionom, Varnhem"
274979,socionom,socionom,"80, Socionom, Skara"
144125,socionom,socionom,"Socionom, Skara"
499262,socionom,socionom,"29 år, Socionom, Hjo"
499263,socionom,socionom,"49 år, Socionom, Hjo"
42695,socionom,socionom,"Socionom, Söpple"
9833,socionom,socionom,"31 år, socionom"
327236,socionom,socionom,socionom
31350,socionom,socionom,socionom
30323,socionom,socionom,"65 år, socionom, Karlstad"
75365,socionom,socionom,"Socionom,52 år, Uddeholm"
27270,socionom,socionom,"33 år, Socionom, Kettilsbyn"
27294,socionom,socionom,"40 år, Socionom, Villan"
47297,socionom,socionom,"Socionom, 39 år, Laxå"
296022,socionom,socionom,"Socionom,39år,Hallsberg"
148046,socionom,socionom,"Socionom, Degerfors"
148049,socionom,socionom,"Socionom, Degerfors"
148067,socionom,socionom,"Socionom, Degerfors"
148069,socionom,socionom,"Socionom, Degerfors"
180188,socionom,socionom,"Socionom, Kopparberg"
237693,socionom,socionom,"78 år, Socionom"
224173,socionom,socionom,"31 år, Socionom"
241580,socionom,socionom,"66 år, Socionom"
241587,socionom,socionom,"44 år, Socionom"
205565,socionom,socionom,"73 år, socionom, Örebro"
205566,socionom,socionom,"41 år, socionom, Lundby"
330213,socionom,socionom,"Socionom, Norr"
151111,socionom,socionom,"73 år, socionom, Örebro"
26437,socionom,socionom,"39 år, Socionom, Adolfsberg"
26455,socionom,socionom,"53 år, Socionom, Näsby"
26471,socionom,socionom,"72 år, Socionom, Almby"
351377,socionom,socionom,"Socionom, Örebro"
216364,socionom,socionom,"Socionom, Åbytorp"
205028,socionom,socionom,"56 år, socionom, Uskaboda"
124381,socionom,socionom,"socionom, Lindesberg"
30764,socionom,socionom,"63 år, Socionom"
186922,socionom,socionom,Socionom
59269,socionom,socionom,"34 år, Socionom"
57960,socionom,socionom,"62, socionom"
57969,socionom,socionom,"68, socionom"
28829,socionom,socionom,"45 år, Socionom"
282976,socionom,socionom,"66 år, Socionom"
57514,socionom,socionom,"65, socionom"
26682,socionom,socionom,"44 år, Socionom"
56616,socionom,socionom,socionom
56617,socionom,socionom,socionom
9178,socionom,socionom,socionom
216843,socionom,socionom,"Socionom, Siljansnäs"
124520,socionom,socionom,socionom
106452,socionom,socionom,Socionom
106461,socionom,socionom,Socionom
297068,socionom,socionom,"37 år, Socionom"
94343,socionom,socionom,"82 år, Socionom, Skräddarbacken"
64500,socionom,socionom,"27 år, socionom"
63821,socionom,socionom,"Socionom, Säter"
41198,socionom,socionom,socionom
41207,socionom,socionom,Socionom
356240,socionom,socionom,Socionom
34392,socionom,socionom,"64 år, Socionom, Bergsjö"
