grund,tvätt
teamchef bank,teamchef bank
konstruktör,konstruktör
pensionerad överläkare,pensionerad överläkare
medicinsk sekr.,medicinsk sekr.
ekoturismresearrangör,ekoturismresearrangör
matfors,matfors
ekenässjön,ekenässjön
hillared,hillared
borgolm,borgolm
f.d väg-& anläggningsarbetare,f.d väg-& anläggningsarbetare
kvinnojurist,kvinnojurist
integrationsarbetare,integrationsarbetare
varnhem,varnhem
webdesigner,webdesigner
samordnare missbruksvård,samordnare missbruksvård
västra resebo,västra resebo
ek. kand.,ek. kand.
ljusfallshammar,ljusfallshammar
speciailärare,speciailärare
leg sjuksköterska kalmar,leg sjuksköterska kalmar
södra näsby,södra näsby
hagby,hagby
spakstorp,spakstorp
romelanda,romelanda
nittorp,nittorp
företagare/politiker,företagare/politiker
vårdarbetare,vårdarbetare
entreprenör/företagare,entreprenör/företagare
vice ordf kalmar läns museum,vice ordf kalmar läns museum
torna hällestad,torna hällestad
inventerare,inventerare
ansvarig transportledare,ansvarig transportledare
blackstad,blackstad
integrationsutvecklare,integrationsassistent
slättingebygd,slättingebygd
västra torup,västra torup
teologistudent,teologistudent
knx-tekniker,knx-tekniker
kommun- och landstingstingspolitiker,kommun- och landstingstingspolitiker
pensionerad,pensionerad
student civilingenjör,student civilingenjör
nol,nol
tvättbiträde,tvättbiträde
högskoleexamen it,högskoleexamen it
butiksäljare/konsult,butiksäljare/konsult
pc-tekniker,pc-tekniker
patient,patient
albrunna,albrunna
skeppshult,skeppshult
hälsokonsult,hälsokonsult
nälden,nälden
lönsboda,lönsboda
grönby,grönby
rymdingenjör,rymdingenjör
civ ing/statsvetare,civ ing/statsvetare
annelund,annelund
f.d kyrkokamrer,f.d kyrkokamrer
kurator i region skåne,kurator i region skåne
lnformationsassistent,lnformationsassistent
stödassistent lss,stödassistent
regionråd/kursadministratör,regionråd/kursadministratör
lantbruksrådgivare,lantbruksrådgivare
naprapat,naprapat
senior analytiker/nationalekonom,senior analytiker/nationalekonom
algutsboö,algutsboö
fibertekniker,fibertekniker
immeln,immeln
hästveda,hästveda
söråker,söråker
ordf.säs,ordf.säs
exploateringsingenjör,ingenjör
pataholm,pataholm
fd. personalchef,fd. personalchef
äspö,äspö
skärgårdskapten,skärgårdskapten
boendestödjare/musiker,boendestödjare/musiker
pensionerad polis,pensionär
f d förskollärare,förskolelärare
anläggningsarbetare,anläggningsarbetare
gullringen,gullringen
svinhusförman,svinhusförman
kontorsbiträde,kontorsbiträde
andre vice talman,andre vice talman
fd region skåne medarbetare,fd region skåne medarbetare
journalist/författare,journalist/författare
bergeforsen,bergeforsen
admin. konsult,admin. konsult
laborant,laborant
tryckare,tryckare
fritidsresurs,fritidsresurs
utvecklare/sjuksköterska,utvecklare/sjuksköterska
riksdagsledamot/marinbiolog,riksdagsledamot/marinbiolog
serviceentreprenör,serviceentreprenör
ljungbyholm,ljungbyholm
kredithandläggare,kredithandläggare
utbildningssekreterare,utbildningssekreterare
ekonimichef,ekonimichef
mölle,mölle
bergsjön,bergsjön
guldheden,guldheden
naturguide,naturguide
pensionerad tågklarerare,pensionerad tågklarerare
verkebäck,verkebäck
henån,henån
datatekniker,datatekniker
kyrkofullmäktig,kyrkofullmäktig
egenföretagare/konsult,egenföretagare/konsult
lastbilskörande bonde,lastbilskörande bonde
kommunikationsvetare,kommunikationsrådgivare
skadedjurstekniker,skadedjurstekniker
hallingeberg,hallingeberg
cateringföretagare,cateringföretagare
pkc-operatör,pkc-operatör
hammarstrand,hammarstrand
flyinge,flyinge
alböke,alböke
konsthistoriker,konsthistoriker
f.d. personalsekreterare,f.d. personalsekreterare
månstad,månstad
glömminge,glömminge
f.d. upphandlingschef,f.d. upphandlingschef
organisationschef,chef
beteendevetarstuderande,beteendevetarstuderande
lokalsamordnare,lokalsamordnare
hultafors,hultafors
töllsjö,töllsjö
träningskoordinator,träningskoordinator
holsbybrunn,holsbybrunn
varvsholmen,varvsholmen
fleninge,fleninge
norra mörbylånga,norra mörbylånga
kuturarbetare,kuturarbetare
organisationsutv.,organisationsutv.
operationssjuksköterska,sjuksköterska
fil.mag.,fil. mag.
styrsö,styrsö
brämhult,brämhult
förrådsarbetare,förrådsarbetare
civilekonom/gymnasielärare,civilekonom/gymnasielärare
tågklarerare,tågklarerare
fågelbacken,fågelbacken
brigadgeneral (ret),brigadgeneral (ret)
säljare/sjukgymnast,säljare/sjukgymnast
vislanda,vislanda
kyrkorådet,kyrkorådet
handläggare-internationellt bistånd,handläggare-internationellt bistånd
ribersborg,ribersborg
vd/myndighetsutövare,vd/myndighetsutövare
holmeja,holmeja
undersköterska/arbetsledare,undersköterska/arbetsledare
förlösa,förlösa
prof/phd/vd,prof/phd/vd
f.d. väktare,f.d. väktare
hushållslärare,lärare
gyllebo,gyllebo
fd.biblotikarie,fd.biblotikarie
sjökapten/egenföretagare,sjökapten/egenföretagare
vinslöv,vinslöv
infrastrukturtjänsteman,infrastrukturtjänsteman
långasjö,långasjö
lönneberga,lönneberga
vejbystrand,vejbystrand
utvecklingschef,chef
fd. systemkonsult,fd. systemkonsult
kommunantikvarie,kommunantikvarie
forskare agr.dr.,forskare agr.dr.
föreningskonsulent,föreningskonsulent
leg tandläkare,tandläkare
lärarassistent,lärarassistent
senior advisor,rådgivare
förtroendevald if metall,förtroendevald if metall
f.d. busschaufför,bussförare
transkriberare,transkriberare
dönaberga,dönaberga
sjukhusvaktmästare,sjukhusvaktmästare
eu-projektledare,eu-projektledare
f.d ombudsman,f.d ombudsman
oppositionsråd/lantbrukare,oppositionsråd/lantbrukare
simhallschef,simhallschef
service agent,service agent
vassunda,vassunda
trycktekniker,trycktekniker
skogsby,skogsby
johanneberg,johanneberg
skäret,skäret
anläggningsprojektledare,anläggningsprojektledare
logistikhanterare,logistikhanterare
tuna,tuna
administrativ resurs,administrativ resurs
distanslärare,distanslärare
fd verksamhetschef,fd verksamhetschef
skogsförvaltare,skogsförvaltare
algutsrum,algutsrum
gimo,gimo
lab undersköterska,lab undersköterska
sundsbruk,sundsbruk
skogstjänsteman,skogstjänsteman
bitr.ombudsman,bitr.ombudsman
politisk sekreterare/lärare,politisk sekreterare/lärare
gruppledare (v) region skåne,gruppledare (v) region skåne
mekanisk ingenjör,mekanisk ingenjör
baskemölla,baskemölla
allerum,allerum
entreprenadingenjör,ingenjör
fil.kand demens-geriatrik,fil.kand demens-geriatrik
tullinspektör,tullinspektör
leg. sjuksköt.,leg. sjuksköt.
företagskonsult,företagsrådgivare
lilla köpinge,lilla köpinge
skepparslöv,skepparslöv
tekn. dr energi/miljö,tekn. dr energi/miljö
förvaltningschef,förvaltningschef
oskarhamn,oskarhamn
miljövärd,miljövärd
loddekopinge,loddekopinge
undersköterska/skötare,undersköterska
kvalitets/miljösamordnare,kvalitets/miljösamordnare
leg. röntgensjuksköterska,leg. röntgensjuksköterska
sjuksköterskestuderande,studerande
systemvetare/projektledare,systemvetare/projektledare
regionstyrelsens ordförande,regionstyrelsens ordförande
krokshult,krokshult
teaterkonsulent,teaterkonsulent
gymansieekonom,gymansieekonom
publisher,publisher
företagsrådgivare,företagsrådgivare
elkonstruktör,elkonstruktör
ukna,ukna
folkhälsopedagog,folkhälsopedagog
löberöd,löberöd
driftsledare/fd kommunalråd,driftsledare/fd kommunalråd
digitaliserings ansvarig,digitaliserings ansvarig
fårbo,fårbo
leg arbetsterapeut,arbetsterapeut
f d utredningsingenjör,f d utredningsingenjör
f.d. personaldirektör,f.d. personaldirektör
horred,horred
götåkra,götåkra
planeringssekreterare,planeringssekreterare
project controller,project controller
e-handelsutvecklare,e-handelsutvecklare
sjuksköterska i psykiatrin,sjuksköterska i psykiatrin
eu assistent,eu assistent
ekomjölkproducent,ekomjölkproducent
fd. företagare,egenföretagare
läkare-psykiater,läkare-psykiater
project manager,project manager
smidesarbetare,smidesarbetare
f.d. flygvapenofficer,f.d. flygvapenofficer
reparatör,reparatör
fd. logistikofficer,fd. logistikofficer
hannas,hannas
eldriftingenjör,eldriftingenjör
reklamkonsult,reklamkonsult
freds- och konfliktvetare,freds- och konfliktvetare
planerare,planerare
teaterproducent,teaterproducent
förvaltningsassistent,förvaltningsadministratör
f.d. kriminalvårdschef,f.d. kriminalvårdschef
artist,artist
socionom/behandlingssekreterare,socionom/behandlingssekreterare
gettlinge,gettlinge
förrättningslantmätare,förrättningslantmätare
utbildningsråd,utbildningsråd
med. dr,läkare
livsstilscoach,livsstilscoach
fd. kyrkokamrer,fd. kyrkokamrer
trafiksäkerhetschef,trafiksäkerhetschef
projektledare energiprojekt,projektledare energiprojekt
mekatronikingenjör,mekatronikingenjör
dalum,dalum
skomakarlärling,skomakarlärling
hygientekniker,hygientekniker
bilarbetare,bilarbetare
hackås,hackås
föräldrahandledare,föräldrahandledare
sunnanå,sunnanå
skolsköterska,skolsköterska
finansiell analytiker,finansiell analytiker
gunnarn,gunnarn
fagerhult,fagerhult
civilekonom och egenföretagare,civilekonom och egenföretagare
diö,diö
lantmästare/forskare,lantmästare/forskare
svarvare,svarvare
långaström,långaström
påskallavik,påskallavik
äldresamordnare,äldresamordnare
skogsbruksplanläggare,skogsbruksplanläggare
linné,linné
mortorp,mortorp
ramdala,ramdala
alnö,alnö
fd handläggare,handläggare
administrationsassistent,administrationsassistent
markentreprenör,markentreprenör
musiklärare,lärare
krögare,krögare
munka-ljungby,munka-ljungby
östervärn,östervärn
vårdlärare/gymnasielärare,vårdlärare/gymnasielärare
ersboda,ersboda
informatiker,informatiker
hemservice,hemservice
skånesfagerhult,skånesfagerhult
f.d anläggningsarbetare,f.d anläggningsarbetare
f.d. sjöbefäl,f.d. sjöbefäl
teamleader,teamledare
furulund,furulund
handelsutvecklare,handelsutvecklare
gladsax,gladsax
solcellsentreprenör,solcellsentreprenör
mättekniker,mättekniker
tågvärdinna,tågvärdinna
fengersfors,fengersfors
ek.mag.,ek.mag.
bergsjö,bergsjö
vollsjö,vollsjö
energispecialist,energispecialist
krisitianstad,krisitianstad
målartorp,målartorp
avfallstekniker,avfallstekniker
specialisttandläkare,specialisttandläkare
produktkommunikatör,produktkommunikatör
f.d museiarbetare,f.d museiarbetare
kontrolltekniker,kontrolltekniker
fritidsintendent,fritidsintendent
glemmingebro,glemmingebro
aktiv senior-mot alkohol och drogmissbruk,aktiv senior-mot alkohol och drogmissbruk
snogeröd,snogeröd
fordonsmekaniker,bilmekaniker
fd undersköterska,undersköterska
fd. lantbrukare,fd. lantbrukare
f.d. egen företagare,egenföretagare
kartingenjör,kartingenjör
f.d. riksdagsmanmörbylånga,f.d. riksdagsmanmörbylånga
sparsör,sparsör
kronokommissarie,kronokommissarie
sjölunden,sjölunden
fredrika,fredrika
norra kvinneby,norra kvinneby
f.d. företagare,egenföretagare
trafikledare,trafikledare
pers. ass,pers. ass
biskopsgården,biskopsgården
säijare,säijare
tollarp,tollarp
röda korset,röda korset
södra kortedala,södra kortedala
gräsgård,gräsgård
smedstorp,smedstorp
politisk kommunikatör,politisk kommunikatör
kyrkbyn,kyrkbyn
arbetsterapeut/familjehem,arbetsterapeut/familjehem
f.d. kv insp.,f.d. kv insp.
själevad,själevad
fil. mag.,fil. mag.
f.d. språklärare,f.d. språklärare
teologie magister,teologie magister
fd lantbrukare,fd lantbrukare
f.d teknisk direktör,direktör
ingenjörstuderande,ingenjörstuderande
lantmäteri och samhällsbyggnad,lantmäteri och samhällsbyggnad
skolvaktmästare,skolvaktmästare
gladhammar,gladhammar
fast.mäklare,fast.mäklare
stenninge,stenninge
kontrollant,kontrollant
f d facklig företrädare,f d facklig företrädare
reseproducent,reseproducent
flädie,flädie
näsåker,näsåker
abbekås,abbekås
hanaskog,hanaskog
yrkeslärare gymnasium,yrkeslärare gymnasium
kliniksamordnare,kliniksamordnare
kyrkokamrer,kamrer
industrimekaniker,arbetare
enhetsansvarig,enhetsansvarig
brastad,brastad
affärsanalytiker,affärsanalytiker
örsjö,örsjö
filosofie studerande,filosofie studerande
museiassistent,museiassistent
gymnasieekonom,gymnasieekonom
agronom/egen företagare,agronom/egen företagare
ekonomibiträde/samordnare,ekonomibiträde/samordnare
historiestudent,historiestudent
bygglovsingenjör,bygglovsingenjör
gårdstånga,gårdstånga
låt proffsen vara proffs,låt proffsen vara proffs
enhetschef funktionshind.,enhetschef funktionshind.
slöinge,slöinge
tånnö,tånnö
vännäsby,vännäsby
grimsås,grimsås
dannike,dannike
österfärnebo,österfärnebo
persnäs,persnäs
bygg- och målerichef,bygg- och målerichef
kanslist/ekonomi,kanslist/ekonomi
besiktningsingenjör,besiktningsingenjör
optiker,optiker
f.d. officer,militär
tandtekniker,tandtekniker
datortekniker,datatekniker
fd. byrådirektör,fd. byrådirektör
f d fabriksarbetare,f d fabriksarbetare
hemvårdare,hemvårdare
arild,arild
rederitjänsteman,rederitjänsteman
teamchef,chef
gärsnäs,gärsnäs
svenstavik,svenstavik
glumslöv,glumslöv
socionomstudent,studerande
hemmansägare,hemmansägare
samtalsterapeut,samtalsterapeut
målaremästare,målare
it-utvecklare o skolpolitiker,it-utvecklare o skolpolitiker
pensionerad socialchef,pensionerad socialchef
f.d. postiljon,f.d. postiljon
ljungbyhed,ljungbyhed
politisk handläggare/studerande,politisk handläggare/studerande
fd. banktjänsteman,fd. banktjänsteman
fil.kand. psykologi,fil.kand. psykologi
event manager,eventanordnare
axvall,axvall
tubbetorp,tubbetorp
starkströmselektriker,starkströmselektriker
fd. lärare vuxenutbildning,lärare
webredaktör,webredaktör
södra hult,södra hult
m.dr,m.dr
lorensberg,lorensberg
sjuksköterska/tolk,sjuksköterska/tolk
check in-agent,check in-agent
klockaretorpet,klockaretorpet
underläkare,underläkare
f.d. personalchef,personalchef
systemtekniker,systemtekniker
f.d. distriktssköterska,sjuksköterska
kulturekonom,kulturekonom
boet,boet
stf. butikschef,butikschef
lantbrukare/lantmästare,lantbrukare/lantmästare
reservdelsförsäljare/lantbrukare,reservdelsförsäljare/lantbrukare
lindome,lindome
integrationsvägledare,integrationsvägledare
ornunga,ornunga
gunnilse,gunnilse
samhällskommunikatör,samhällskommunikatör
arbetsmiljökonsult,arbetsmiljökonsult
omvårdnadspersonal,omvårdnadspersonal
lärare för yngre åldrar,lärare för yngre åldrar
medlemssekreterare,medlemssekreterare
fil. dr i pedagogik,fil. dr i pedagogik
senior it-projektledare,senior it-projektledare
riggoperatör,riggoperatör
ombudsman byggnads,fackombudsman
sannäs,sannäs
pedagogassistent,pedagog
fd. adjunkt,fd. adjunkt
campingföreståndare,campingföreståndare
berg- och anläggningsingenjör,berg- och anläggningsingenjör
pålsboda,pålsboda
competence director,competence director
universitetsstuderande,studerande
läromedelsförfattare,läromedelsförfattare
prost,prost
biträdande förskolechef,biträdande förskolechef
lövgärdet,lövgärdet
företagare och kommunalråd,företagare och kommunalråd
riksdagsledamot/lantbrukare,riksdagsledamot/lantbrukare
högsäter,högsäter
tekn.dr. hydrogeolog,tekn.dr. hydrogeolog
jur.kand.,jurist
krokås,krokås
fd pers. assistent,fd pers. assistent
ekonomistuderande,studerande
kanberget,kanberget
grönahög,grönahög
tidningsbud,tidningsbud
ödskölt,ödskölt
centerchef,centerchef
köpmanholmen,köpmanholmen
kneippen,kneippen
blocksekreterare,blocksekreterare
fd. pers. assistent,fd. pers. assistent
fil. kand. psykologi,fil. kand. psykologi
tjällmo,tjällmo
pensionerad systemanalytiker,pensionerad systemanalytiker
riksdagsledamot/professor,riksdagsledamot/professor
gingri,gingri
trollered,trollered
valombudsman,valombudsman
kommunråd/företagare,kommunråd/företagare
tjänsteman/kapten,tjänsteman/kapten
slaka,slaka
påarp,påarp
tekn. dr.,tekn. dr.
callcenter-medarbetare,callcenter-medarbetare
steninge,steninge
förbundssamordnare,förbundssamordnare
lunden,lunden
qa,qa
f.d överstelöjtnant,f.d överstelöjtnant
arkeolog/modersmålslärare,arkeolog/modersmålslärare
gruppledare region,gruppledare region
ingenjör/global manager,ingenjör
fd. brandman,fd. brandman
fil. magister,fil. magister
hisingen,hisingen
fotskäl,fotskäl
långbo,långbo
tanumshede,tanumshede
f.d. reparatör,f.d. reparatör
leg.sjukgymnast,sjukgymnast
hr-direktör,hr-direktör
psykiatriker,psykiatriker
kättsäter,kättsäter
fastighetsvärd,fastighetsvärd
nämndordförande och konduktör,nämndordförande och konduktör
integrationspedagog,integrationsassistent
lärare/koordinator f. integration,lärare
konsult/senior advisor,konsult
bitr. kommunalråd,bitr. kommunalråd
arkeologistuderande,arkeologistuderande
gymnastikdirektör,gymnastikdirektör
socialt företagande,socialt företagande
fd. folkhögskolerektor,fd. folkhögskolerektor
lärare.skövde,lärare.skövde
chef äldreomsorgen,chef äldreomsorgen
organisationssekreterare,organisationssekreterare
styrman,styrman
gottfridsberg,gottfridsberg
viskafors,viskafors
badmästare,badmästare
malexander,malexander
utbildningspolitisk sekreterare,utbildningspolitisk sekreterare
projektchef,chef
galtö,galtö
bjästa,bjästa
f.d. speditör,f.d. speditör
personlig handl fk,personlig handl fk
harestad,harestad
meterolog,meterolog
ridlärare/entreprenör,ridlärare/entreprenör
vd/affärsutveckling,vd/affärsutveckling
f.d. konstnärlig chef,f.d. konstnärlig chef
konsult jurist,konsult jurist
sjuksköterska/ordförande säs,sjuksköterska/ordförande säs
nykyrka,nykyrka
kvillebäcken,kvillebäcken
trängsansvarig,trängsansvarig
kungsgården,kungsgården
möbeltapetserare,möbeltapetserare
fd. chaufför,fd. chaufför
sömmerska,sömmerska
skeppsklarerare,skeppsklarerare
leg.gymnasielärare,leg.gymnasielärare
pappersbruksarbetare,arbetare
pensionerad folkhögskolelärare och lärarutbildare,pensionerad folkhögskolelärare och lärarutbildare
hällestad,hällestad
f.d. journalist,f.d. journalist
grebo,grebo
källby,källby
fd vårdlärare,fd vårdlärare
vänga,vänga
blidsberg,blidsberg
fd. landstingsråd,fd. landstingsråd
hållbarhetsstrateg,hållbarhetsstrateg
servicemarknadschef,servicemarknadschef
fd.polis,fd.polis
lönekamrer,lönekamrer
ordförande regionfullmäktige,ordförande regionfullmäktige
internationell samordnare,internationell samordnare
enånger,enånger
leg. sjuksköterska/egenföretagare,leg. sjuksköterska/egenföretagare
överskötare psykiatrin,överskötare psykiatrin
deltidsarb. pensionär,deltidsarb. pensionär
ingenjör/folkhälsovetare,ingenjör/folkhälsovetare
rönnäng,rönnäng
fjällbacka,fjällbacka
f.d riksdagsledamot,riksdagsledamot
enhetschef på citysjukhuset,enhetschef på citysjukhuset
f.d. lo-ombudsman,f.d. lo-ombudsman
elkraftingenjör,elkraftingenjör
vilbergen,vilbergen
f.d officer,f.d officer
matinspiratör,matinspiratör
fritidspolitiker/egenföretagare,fritidspolitiker/egenföretagare
ulrika,ulrika
samhälls-och kulturanalytiker,samhälls-och kulturanalytiker
malmköping,malmköping
överläkare phd,läkare
möne,möne
ölsremma,ölsremma
asker,asker
lännäs,lännäs
ventilationsplåtslagare,ventilationsplåtslagare
narkosläkare,narkosläkare
hede,hede
färdtjänstchaufför,färdtjänstchaufför
kommunråd/enhetschef,kommunråd/enhetschef
skälltorp,skälltorp
skolbibliotekarie/lärare,skolbibliotekarie/lärare
f.d. arbetsmiljöinspektör,f.d. arbetsmiljöinspektör
filkand. konsthistoria,filkand. konsthistoria
turismkonsult,turismkonsult
arkitekt sar/msa,arkitekt sar/msa
badvärd,badvärd
fd redaktör,fd redaktör
personbilstekniker,personbilstekniker
skrivtolk,skrivtolk
kristberg,kristberg
kurssekreterare,kurssekreterare
avdelningsordförande,avdelningsordförande
eldsberga,eldsberga
senior adviser,rådgivare
inköpare/upphandlare,inköpare/upphandlare
dingle,dingle
ekängen,ekängen
stora mellösa,stora mellösa
sjuntorp,sjuntorp
f.d. lärare vuxenutbildning,f.d. lärare vuxenutbildning
åttabarnspappa,åttabarnspappa
fd förskolechef,fd förskolechef
sillesås,sillesås
lanthandlare,lanthandlare
ledningsoperatör,ledningsoperatör
inköp,inköp
fil. kand. i vårdpedagogik,fil. kand. i vårdpedagogik
pensionerad lågstadielärare,pensionerad lågstadielärare
ullstämma,ullstämma
eksund,eksund
egen företagare/tjänsteman,egenföretagare
dalsjöfors,dalsjöfors
miljöekonom/regionråd,miljöekonom/regionråd
informationskonsult,informationskonsult
skötare rättspsyk,skötare rättspsyk
källeryd,källeryd
kvalitetsledare,kvalitetsledare
fd sjuksköterska,sjuksköterska
nc operatör,nc operatör
grythyttan,grythyttan
it-bonde,it-bonde
sjukvårdspolitiker,sjukvårdspolitiker
öxabäck,öxabäck
pesonaladministratör,pesonaladministratör
husmor,husmor
fysikforskare,forskare
ordningsvakt/väktare,ordningsvakt/väktare
nolered,nolered
studiekonsulent,studiekonsulent
vasastaden,vasastaden
beredningsordförande/politisk sekr.,beredningsordförande/politisk sekr.
qa manager,chef
tämta,tämta
smögen,smögen
planeringscontroller,planeringscontroller
pens.lärare,pens.lärare
lantmästare/pensionär,lantmästare/pensionär
förtroendevald revisor,förtroendevald revisor
ek. rådgivare,ek. rådgivare
larmtekniker,larmtekniker
bestorp,bestorp
hejdegården,hejdegården
pensionerad läkare,pensionerad läkare
f.d. bankdirektör,bankir
trävaruarbetare,trävaruarbetare
högskolestudent,studerande
biologilärare och pensionär,biologilärare och pensionär
johannelund,johannelund
chief project manager,chief project manager
kommunelektriker,kommunelektriker
handikapprättsaktivist,handikapprättsaktivist
restaurangbiträde,restaurangbiträde
f.d behandlingsassist.,f.d behandlingsassist.
klimat- och energisamordnare,klimat- och energisamordnare
montessorilärare,montessorilärare
lärare/musiker,lärare/musiker
ekonomie doktor,fil. dr.
grupphandledare,grupphandledare
brevens bruk,brevens bruk
f.d skolchef,f.d skolchef
vd maif vätternrundan,vd maif vätternrundan
f.d. mekaniker,f.d. mekaniker
örsås,örsås
skogsinspektör,skogsinspektör
uddebo,uddebo
villshärad,villshärad
management consultant,management consultant
vp volvo powertrain engineering controlling,vp volvo powertrain engineering controlling
supporttekniker,supporttekniker
hälsoinspiratör,hälsoinspiratör
guldsmed,guldsmed
caféansvarig,cafébiträde
sexdrega,sexdrega
idrottsplatsarbetare,idrottsplatsarbetare
inköpsanalytiker,inköpsanalytiker
lantbrukare/gymnasielärare,lantbrukare/gymnasielärare
ettebro,ettebro
chefsrekryterare,chefsrekryterare
mjäldrunga,mjäldrunga
eriksbo,eriksbo
museiintendent,museiintendent
ullared,ullared
teol. dr,teol. dr
transportsamordnare,transportplanerare
lagerlunda,lagerlunda
cto,cto
klavreström,klavreström
grebbestad,grebbestad
it-forensiker,it-forensiker
medicinskt ansv. sjuksköterska,medicinskt ansv. sjuksköterska
leg. läk. docent,läkare
behandlingssekreterare,behandlingssekreterare
psykologkandidat,psykologkandidat
transmissionsingenjör,transmissionsingenjör
dietiststuderande,dietiststuderande
jurist/kronofogde pensionerad,jurist/kronofogde pensionerad
personalspecialist,personalspecialist
myggenäs,myggenäs
installatör,installatör
kulturgeograf,kulturarbetare
murare,murare
stenunga,stenunga
skeda,skeda
fotvårdsspecialist,fotvårdsspecialist
röfors,röfors
driftkoordinator,driftkoordinator
munga/västerås,munga/västerås
chef inom offentlig verksamhet,chef inom offentlig verksamhet
chefredaktör,chefredaktör
pensionerad utvecklingsledare,pensionerad utvecklingsledare
fd sjöman,fd sjöman
projektledare it,projektledare it
hasslö,hasslö
videofotograf,videofotograf
grävmaskinist,grävmaskinist
bi-konsult,bi-konsult
teknisk doktor,tekn. dr.
uska studerande,uska studerande
civilekonom/statistiker,civilekonom/statistiker
upphandlingsledare,upphandlingsledare
auktoriserad tolk,tolk
sjömarken,sjömarken
sjuksköterska/lärare,sjuksköterska/lärare
legitimerad sjuksköterska,sjuksköterska
företagare/tidigare kommunalråd,företagare/tidigare kommunalråd
sjuksöterska,sjuksöterska
borghamn,borghamn
kooperatör,kooperatör
ryssby,ryssby
säljare detaljhandel,säljare detaljhandel
båtman,båtman
pensionerad universitetsadjunkt,pensionerad universitetsadjunkt
privatrådgivare bank och försäkr.,privatrådgivare bank och försäkr.
sociolog/utredare,sociolog/utredare
speldesigner,speldesigner
inköpsansvarig,inköpsansvarig
dr. med. vetenskap,dr. med. vetenskap
specialistofficer,militär
ånimskog,ånimskog
brottsamordnare,brottsamordnare
senior projektledare,projektledare
biomed. analytiker,biomed. analytiker
mossebo,mossebo
pensionerad med. sekreterare,pensionerad med. sekreterare
utvecklingskonsult,utvecklingskonsult
leg.arbetsterapeut,leg.arbetsterapeut
lit,lit
ekonomi och löneassistent,ekonomi och löneassistent
dricksvattenforskare,dricksvattenforskare
statligt anställd,statligt anställd
gårdstensberget,gårdstensberget
fd lo-utredare,fd lo-utredare
legitimerad lärare,legitimerad lärare
chefssekreterare,sekreterare
kostrådgivare,kostrådgivare
sollebrunn,sollebrunn
ytterby,ytterby
ungdomshandläggare,ungdomshandläggare
reperatör,reperatör
saltängen,saltängen
fastighetsstrateg,fastighetskonsult
f.d. distriktsläkare,läkare
sjökapten/lots,sjökapten/lots
norra biskopsgården,norra biskopsgården
systemanalytiker,systemanalytiker
enhetschef/projektledare,enhetschef/projektledare
försäkringsförmedlare,försäkringsrådgivare
näsinge,näsinge
fd. kronokommissarie,fd. kronokommissarie
bångbro,bångbro
föreningsaktivist,föreningsaktivist
fabrikschef,chef
major,militär
it-pedagog,it-specialist
gamlestaden,gamlestaden
teamchef lokalvård,teamchef lokalvård
önnered,önnered
tekn dr.,tekn dr.
derome,derome
röntgenläkare,läkare
bastasjö,bastasjö
butiksbiträde/studerande,butiksbiträde/studerande
ridinstruktör,ridinstruktör
miljötekninker,miljötekninker
automationsingenjör,ingenjör
f.d. universitetsdirektör,f.d. universitetsdirektör
åstol,åstol
gällstad,gällstad
bagaregården,bagaregården
vekhyttan,vekhyttan
fil.dr. forskare,fil.dr. forskare
medierådgivare,medierådgivare
fd. administratör,fd. administratör
stiftspedagog-sv k:a,stiftspedagog-sv k:a
fd snickare,fd snickare
klinisk projektledare,klinisk projektledare
godman,godman
it-expert,it-expert
hedgärde,hedgärde
skolsköterska/sjuksköterska,skolsköterska/sjuksköterska
psykolog/företagare,psykolog/företagare
kinnahult,kinnahult
storvik,storvik
marielund,marielund
sturefors,sturefors
sjukhusdiakon,sjukhusdiakon
skara stift,skara stift
ssu-ombudsman,ssu-ombudsman
ombudsman fastighet,ombudsman fastighet
miljöekonom och kommunalråd,miljöekonom och kommunalråd
vård- och stödsamordnare,vård- och stödsamordnare
förbättringsledare,förbättringsledare
personalhandläggare,personalhandläggare
kvalitetskoordinator,kvalitetskoordinator
väderstad,väderstad
dietist,dietist
filosofie doktor/utredare,filosofie doktor/utredare
civilekonom/enhetschef,civilekonom
akademiker,akademiker
säterhyddan,säterhyddan
doktor i kemi,doktor i kemi
bokningskoordinator,bokningskoordinator
ekkällan,ekkällan
skultuna,skultuna
urshult,urshult
gyttorp,gyttorp
turistföretagare,turistföretagare
it,it
gripenberg,gripenberg
tjänsteman eu,tjänsteman eu
juriststuderande,juriststuderande
torne,torne
fd ambulans förman,fd ambulans förman
f.d. florist,f.d. florist
aspås,aspås
kriminalinspektör,polis
fd smittskyddsläkare,fd smittskyddsläkare
studerande ronneby,studerande ronneby
cirkelledare,cirkelledare
forskningsassistent,forskningsassistent
category manager,category manager
utbildningskonsulent,utbildningskonsulent
fd.stadsdirektör karlshamn,fd.stadsdirektör karlshamn
adak,adak
närradiotekniker,närradiotekniker
högskoleadjunkt  karlshamn,högskoleadjunkt  karlshamn
applikationsförvaltare,applikationsförvaltare
ekonom/barnskötare,ekonom/barnskötare
politiker ronneby,politiker ronneby
elkonsult,elkonsult
kursutvecklare,kursutvecklare
tröinge,tröinge
bohult,bohult
matdistributör,matdistributör
flygledare,flygledare
mediasäljare,säljare
major account manager,major account manager
johannishus,johannishus
vagnhärad,vagnhärad
umgransele,umgransele
