grund,tvätt
orust,orust
liljeholmen,liljeholmen
socialarbetare,socialarbetare
lysekil,lysekil
hultsfred,hultsfred
skärholmen,skärholmen
ulricehamn,ulricehamn
universitetslektor,universitetslektor
luleå,luleå
virserum,virserum
ånge,ånge
mellerud,mellerud
socialsekreterare,socialsekreterare
åtvidaberg,åtvidaberg
stenungsund,stenungsund
härryda,härryda
vara,vara
torsås,torsås
redovisningsekonom,ekonom
tekniker,tekniker
hamnarbetare,arbetare
åmål,åmål
bollnäs,bollnäs
gällivare,gällivare
ale,ale
säffle,säffle
tolk,tolk
officer,militär
vårdbiträde,vårdare
generalsekreterare,generalsekreterare
tensta,tensta
politisk rådgivare,politisk tjänsteman
osby,osby
höganäs,höganäs
herrljunga,herrljunga
utbildningsansvarig,utbildningsansvarig
samordnare,samordnare
berg,berg
läkarstudent,studerande
politisk tjänsteman,politisk tjänsteman
maskinförare,maskinist
vårgårda,vårgårda
driftingenjör,driftstekniker
hörby,hörby
språklärare,lärare
kommunikationschef,kommunikationschef
kurator,kurator
tjörn,tjörn
leg. psykolog,psykolog
askersund,askersund
nykvarn,nykvarn
högskoleingenjör,högskoleingenjör
svalöv,svalöv
leg sjuksköterska,sjuksköterska
nässjö,nässjö
yrkesförare,yrkesförare
vetlanda,vetlanda
tandläkare,tandläkare
lantmästare,lantmästare
uppvidinge,uppvidinge
arvika,arvika
redovisningskonsult,redovisningskonsult
företagsekonom,företagsekonom
florist,florist
tierp,tierp
karlshamn,karlshamn
kristinehamn,kristinehamn
riksombudsman,riksombudsman
ungdomspedagog,ungdomspedagog
mora,mora
konstnär,konstnär
lilla edet,lilla edet
informationsassistent,informationsassistent
partitjänsteman,partitjänsteman
präst,präst
dansare,dansare
lagerarbetare,arbetare
visby,visby
so-lärare,so-lärare
cnc-operatör,cnc-operatör
familjeföretagare,familjeföretagare
fil. kand. kulturarvsstudier,fil. kand. kulturarvsstudier
sakkunnig yrkestrafik,sakkunnig yrkestrafik
skogsrådgivare,skogsrådgivare
resurspersonal,resurspersonal
säljadministratör,säljadministratör
fil. dr cell- och molekylärbiologi,fil. dr cell- och molekylärbiologi
nämndeman,nämndeman
tanum,tanum
marknadsekonom,ekonom
överläkare,läkare
marknadschef,marknadsansvarig
pastor,pastor
pressekreterare,kommunikatör
lilla essingen,lilla essingen
götene,götene
tomelilla,tomelilla
tranås,tranås
hudiksvall,hudiksvall
systemutvecklare,systemutvecklare
leksand,leksand
säter,säter
arkitekt,arkitekt
omsorgsassistent,omvårdnadspersonal
affärsutvecklare,affärsrådgivare
stödassistent,stödassistent
revisor,revisor
vårdadministratör,vårdadministratör
höllviken,höllviken
biolog,biolog
poliskommissarie,polis
hjo,hjo
smedjebacken,smedjebacken
biomedicinsk analytiker,biomedicinare
olofström,olofström
beteendevetare,beteendevetare
skötare,skötare
kil,kil
snickare,snickare
hylte,hylte
kriminalvårdare,kriminalvårdare
skadereglerare,skadereglerare
hällefors,hällefors
storuman,storuman
sandviken,sandviken
bjärred,bjärred
laxå,laxå
teknologie doktor,tekn. dr.
speciallärare,speciallärare
borgarrådssekreterare,borgarrådssekreterare
f.d. ombudsman,fackombudsman
ämneslärare,lärare
skogås,skogås
montör,montör
dalby,dalby
produktionschef,chef
lomma,lomma
kista,kista
enebyberg,enebyberg
servicebyråchef,servicebyråchef
bitr. kanslichef,bitr. kanslichef
hässelby villastad,hässelby villastad
vindkraftingenjör,ingenjör
miljö- och skärgårdslandstingsråd,miljö- och skärgårdslandstingsråd
verksamhetsstrateg,verksamhetsstrateg
senior analytiker,analytiker
muskö,muskö
elektriker,elektriker
innovationslandstingsråd,innovationslandstingsråd
hälso-och sjukvårdslandstingsråd,hälso-och sjukvårdslandstingsråd
stadsmiljökommunalråd,stadsmiljökommunalråd
förvaltningsadministratör,förvaltningsadministratör
riskforskare,riskforskare
leg. ssw,leg. ssw
doktorand civilrätt,doktorand civilrätt
boendestödjare,boendeassistent
landskapsarkitekt,landskapsarkitekt
bålsta,bålsta
malung-sälen,malung-sälen
personalvetare,personalvetare
busschaufför,bussförare
bjuv,bjuv
katrineholm,katrineholm
vårdlärare,vårdlärare
arbetsledare,chef
bussförare,bussförare
älvkarleby,älvkarleby
onsala,onsala
oppositionslandstingsråd,oppositionslandstingsråd
lövestad,lövestad
skurup,skurup
skattehandläggare,skattehandläggare
vellinge,vellinge
docent,docent
regionpolitiker,regionpolitiker
fotograf,fotograf
f d riksdagsledamot,riksdagsledamot
habo,habo
köping,köping
civ.ing.,civ.ing.
töreboda,töreboda
mark,mark
östhammar,östhammar
robertsfors,robertsfors
småföretagare,egenföretagare
partiordförande,partiordförande
fd riksdagsledamot,riksdagsledamot
leg. fysioterapeut,fysioterapeut
älmhult,älmhult
upplands bro,upplands bro
bengtsfors,bengtsfors
huskvarna,huskvarna
västra frölunda,västra frölunda
studie- och yrkesvägledare,studie- och yrkesvägledare
burlöv,burlöv
butiksbiträde,butiksbiträde
kulturarbetare,kulturarbetare
nyköping,nyköping
sorunda,sorunda
aneby,aneby
fritidsledare,fritidsledare
brokind,brokind
båstad,båstad
skogsbrukare,skogsbrukare
mantorp,mantorp
vännäs,vännäs
åstorp,åstorp
språkrör grön ungdom,språkrör grön ungdom
inköpare,inköpare
arboga,arboga
kommunstyrelsens ordförande,kommunstyrelsens ordförande
medicinsk sekreterare,sekreterare
vice partiordförande,vice partiordförande
målare,målare
språkrör,språkrör
vilhelmina,vilhelmina
gislaved,gislaved
grästorp,grästorp
lastbilschaufför,lastbilsförare
jur kand,jurist
fastighetsförvaltare,fastighetsförvaltare
assistent,assistent
brevbärare,brevbärare
gotland,gotland
kisa,kisa
tranemo,tranemo
piteå,piteå
avesta,avesta
elevassistent,elevassistent
yrkeschaufför,yrkesförare
ramlösa,ramlösa
svenljunga,svenljunga
trosa,trosa
fd kommunalråd,kommunalråd
årjäng,årjäng
anderstorp,anderstorp
lokförare,lokförare
lekeberg,lekeberg
maskinoperatör,maskinist
redaktör,redaktör
klippan,klippan
boden,boden
gamleby,gamleby
drifttekniker,driftstekniker
sävsjö,sävsjö
väktare,väktare
limhamn,limhamn
heby,heby
försäljare,försäljare
platschef,platschef
skillingaryd,skillingaryd
ekonomiassistent,ekonom
sotenäs,sotenäs
ljungby,ljungby
processoperatör,processtekniker
fjärås,fjärås
professor,professor
distriktsläkare,läkare
leg. läkare,läkare
grafisk formgivare,grafiker
svedala,svedala
söderåkra,söderåkra
kopparberg,kopparberg
kalix,kalix
gagnef,gagnef
hagfors,hagfors
polisinspektör,polis
vårdare,vårdare
tumba,tumba
universitetsadjunkt,universitetsadjunkt
fil kand,fil. kand.
regionchef,regionchef
karlsborg,karlsborg
mentalskötare,mentalskötare
vasastan,vasastan
boxholm,boxholm
kommunstyrelseordförande,kommunstyrelsens ordförande
vreta kloster,vreta kloster
gamla stan,gamla stan
forskare,forskare
krokom,krokom
fil.kand,fil. kand.
filipstad,filipstad
målilla,målilla
zero waste-konsult,zero waste-konsult
handen,handen
maskiningenjör,maskintekniker
vaggeryd,vaggeryd
kundansvarig,kundrådgivare
åkersberga,åkersberga
rimforsa,rimforsa
fastighetsskötare,fastighetsförvaltare
vindeln,vindeln
utbildare,utbildare
norberg,norberg
åhus,åhus
lärarstudent,studerande
partisekreterare,partisekreterare
folkhögskollärare,lärare
logistiker,logistiker
verkstadsarbetare,arbetare
arbetssökande,arbetslös
nordmaling,nordmaling
programmerare,programmerare
östra göinge,östra göinge
managementkonsult,managementkonsult
förhandlare,förhandlare
ljusnarsberg,ljusnarsberg
miljövetare,miljövetare
sjukpensionär,sjukpensionär
hantverkare,hantverkare
arbetsterapeut,arbetsterapeut
essunga,essunga
frilansjournalist,journalist
skolledare,skolledare
statistiker,statistiker
undervisningsråd,undervisningsråd
rådgivare,rådgivare
svetsare,svetsare
eda,eda
affärsjurist,jurist
områdeschef,chef
kungsör,kungsör
färgelanda,färgelanda
personalchef,personalchef
timrå,timrå
kommunråd,kommunråd
rörum,rörum
norsjö,norsjö
gullspång,gullspång
veberöd,veberöd
oppositionslandstingsråd och leg sjuksköterska,oppositionslandstingsråd och leg sjuksköterska
privatrådgivare,privatrådgivare
hallstahammar,hallstahammar
vikbolandet,vikbolandet
socialpedagog,socialpedagog
europaparlamentariker,europaparlamentariker
tjörnarp,tjörnarp
fil. kand,fil. kand.
universitetsstudent,universitetsstudent
yrkeslärare,yrkeslärare
kanslist,kanslisekreterare
storebro,storebro
grafiker,grafiker
fysioterapeut,fysioterapeut
kemist,kemist
servicetekniker,servicepersonal
arkivarie,arkivarie
arkeolog,arkeolog
produktionsledare,produktionsansvarig
stocksund,stocksund
bibliotekarie,bibliotekarie
hyltebruk,hyltebruk
lokalvårdare,lokalvårdare
sektionschef,chef
jokkmokk,jokkmokk
ydre,ydre
ambulanssjukvårdare,ambulanssjukvårdare
övertorneå,övertorneå
fjugesta,fjugesta
lindö,lindö
bankeryd,bankeryd
förskolelärare,förskolelärare
säkerhetskonsult,säkerhetskonsult
berga,berga
professor emeritus,professor
borensberg,borensberg
jur. kand,jurist
brandman,brandman
utvecklingsledare,utvecklingsledare
skanör,skanör
föreläsare,föreläsare
terapeut,terapeut
sätra,sätra
jur. kand.,jurist
bro,bro
seniorkonsult,seniorkonsult
transportledare,transportledare
träslövsläge,träslövsläge
fd regionråd/barnmorska,fd regionråd/barnmorska
vårdpolitiker/mekaniker,vårdpolitiker/mekaniker
analytiker,analytiker
miljöchef,miljöchef
frödinge,frödinge
dorotea,dorotea
försäkringstjänsteman,försäkringsrådgivare
orsa,orsa
aspudden,aspudden
broakulla,broakulla
opinionsstrateg,opinionsstrateg
fabriksarbetare,fabriksarbetare
administrativ chef,chef
apotekare,apotekare
verksamhetsledare,verksamhetsansvarig
bara,bara
kommun- och landstingspolitiker,kommun- och landstingspolitiker
medicinsk chef,medicinsk chef
ringarum,ringarum
kärrtorp,kärrtorp
österskär,österskär
årstadal,årstadal
senior rådgivare,rådgivare
kungsängen,kungsängen
fd. vd,fd. vd
it tekniker,it tekniker
hedemora,hedemora
björkhagen,björkhagen
akalla,akalla
fil. mag,fil. mag.
företagsläkare,företagsläkare
skutskär,skutskär
doktor i historia,doktor i historia
trafikutvecklare,trafikplanerare
ekonomikonsult,ekonomikonsult
pol. sek.,pol. sek.
enskededalen,enskededalen
järnforsen,järnforsen
fruängen,fruängen
vaktmästare,vaktmästare
bjurholm,bjurholm
lektor,lektor
fil. dr,fil. dr.
rejmyre,rejmyre
alunda,alunda
account manager,chef
it-utvecklare,it-utvecklare
österbybruk,österbybruk
surahammar,surahammar
försäljningschef,försäljningsansvarig
flen,flen
veterinär,veterinär
fd lärare,lärare
kommunikationsstrateg,kommunikationsrådgivare
kammaråklagare,åklagare
kulturvetare,kulturarbetare
elingenjör,ingenjör
teologstudent,teologstudent
boendehandledare,boendehandledare
marknadskoordinator,marknadskoordinator
matematiker,matematiker
torup,torup
renägare,renägare
säkerhetschef,chef
informatör,informatör
frösön,frösön
tågvärd,tågvärd
ålem,ålem
sollefteå,sollefteå
butiksmedarbetare,butiksbiträde
trädgårdsmästare,trädgårdsmästare
skogskonsulent,skogskonsulent
miljöminister,miljöminister
skolpräst,skolpräst
fd. riksdagsledamot,riksdagsledamot
zoolog,zoolog
förtroendevald politiker,förtroendevald politiker
innerstaden,innerstaden
kriminolog,kriminolog
rättvik,rättvik
bergkvara,bergkvara
kommunikationskonsult,kommunikationsrådgivare
ordförande liberala kvinnor,ordförande
ungdomsförbundsordförande,ungdomsförbundsordförande
jukkasjärvi,jukkasjärvi
utryckningsväktare,utryckningsväktare
hållbarhetschef,chef
bonde,bonde
gryt,gryt
förbundsordförande,förbundsordförande
marinbiolog,marinbiolog
församlingspedagog,församlingspedagog
byggnadssnickare,byggarbetare
nationell utvecklingsledare,nationell utvecklingsledare
kultur- och demokratiminister,kultur- och demokratiminister
leg. arbetsterapeut,arbetsterapeut
folkbildare,folkbildare
operasångerska,operasångerska
människorättsjurist,människorättsjurist
adjunkt,militär
tobo,tobo
chefsekonom,chefsekonom
ingenjör förnybar energi,ingenjör
field service engineer,field service engineer
torslanda,torslanda
vindkraftsamordnare,vindkraftsamordnare
språkrör gröna studenter,språkrör gröna studenter
forskningsingenjör,forskningsingenjör
it projektledare,it projektledare
västernorrlands län,västernorrlands län
majorna,majorna
kalmar län,kalmar län
civilingenjör/statsvetare,civilingenjör/statsvetare
docent i fysiologi,docent i fysiologi
örebro län,örebro län
omvårdnadslärare/riksdagsledamot,omvårdnadslärare/riksdagsledamot
hallands län,hallands län
pensionerad lärare,pensionär
norrbottens län,norrbottens län
statsvetare/historiker,statsvetare/historiker
jämtlands län,jämtlands län
gävleborgs län,gävleborgs län
bostads- och digitaliseringsminister,bostads- och digitaliseringsminister
göteborgs kommun,göteborgs kommun
sjökapten,kapten
fil.lic. i specialpedagogik,fil.lic. i specialpedagogik
värmlands län,värmlands län
skåne läns västra,skåne läns västra
redaktör/f.d. riksdagsledamot,redaktör/f.d. riksdagsledamot
bitr. socialchef,bitr. socialchef
västra götalands östra,västra götalands östra
skåne läns norra och östra,skåne läns norra och östra
västra götalands norra,västra götalands norra
arbetsmarknadsexpert,arbetsmarknadsexpert
västerbottens län,västerbottens län
riksdagsledamot/prof. em.,riksdagsledamot/prof. em.
skene,skene
gotlands län,gotlands län
skåne läns södra,skåne läns södra
dalarnas län,dalarnas län
sjukgymnast,sjukgymnast
kultur- och mediepolitisk talesperson,kultur- och mediepolitisk talesperson
konsult i försvarsmakten,konsult i försvarsmakten
västmanlands län,västmanlands län
jönköpings län,jönköpings län
stockholms län,stockholms län
kommunalråd i opposition,kommunalråd i opposition
blekinge län,blekinge län
västra götalands västra,västra götalands västra
södermanlands län,södermanlands län
klimat- och energirådgivare,klimat- och energirådgivare
finansmarknadsminister,finansmarknadsminister
uppsala län,uppsala län
riksdagsledamot/diplomat,riksdagsledamot/diplomat
f.d förbundsordförande,f.d förbundsordförande
livsmedelskonsult,livsmedelskonsult
fastighetsmäklare,mäklare
verksamhetssamordnare,verksamhetssamordnare
specialistläkare,specialistläkare
stockholms stad,stockholms stad
östergötlands län,östergötlands län
västra götalands södra,västra götalands södra
nederländerna,nederländerna
malmö kommun,malmö kommun
kronobergs län,kronobergs län
allingsås,allingsås
kyrkomusiker,kyrkomusiker
högdalen,högdalen
hr-konsult,hr-konsult
bureå,bureå
teolog,teolog
teknikkonsult,teknikkonsult
musikpedagog,musikpedagog
knäred,knäred
arlöv,arlöv
rydaholm,rydaholm
hr-chef,chef
älvdalen,älvdalen
kolmården,kolmården
sjuksköterskestudent,studerande
vintrosa,vintrosa
köpman,köpman
grundskolelärare,lärare
konsulent,konsulent
kyrkvaktmästare,kyrkoarbetare
historiker,historiker
smålandsstenar,smålandsstenar
tyringe,tyringe
aukt. redovisningskonsult,redovisningskonsult
förvaltningssekreterare,förvaltningssekreterare
mekaniker,mekaniker
byxelkrok,byxelkrok
miljöinspektör,miljöinspektör
råå,råå
regionfullmäktigeledamot,regionfullmäktigeledamot
kommunikationsansvarig,kommunikationschef
kvalitetsutvecklare,kvalitetsutvecklare
lantmästare/lärare,lantmästare/lärare
vikingstad,vikingstad
kulturpolitiker,kulturpolitiker
diakon,diakon
företagsledare,företagsledare
innesäljare,säljare
östervåla,östervåla
åkarp,åkarp
hammarby sjöstad,hammarby sjöstad
holmsund,holmsund
fliseryd,fliseryd
fil. kand. och kommunpolitiker,fil. kand. och kommunpolitiker
onkologisjuksköterska,onkologisjuksköterska
f.d. kommunalråd,kommunalråd
fagersta,fagersta
sankt ibb,sankt ibb
museichef,museichef
röstånga,röstånga
ljungskile,ljungskile
alvesta,alvesta
kiruna,kiruna
informationssekreterare,informationssekreterare
sibbarp,sibbarp
energi- och miljösamordnare,energi- och miljösamordnare
skolkurator,skolkurator
örby,örby
hult,hult
leg. barnmorska,barnmorska
fd vårdadministratör,fd vårdadministratör
kyrkoherde,kyrkoherde
trädgårdsingenjör/pedagog,trädgårdsingenjör/pedagog
rydöbruk,rydöbruk
skogsinventerare,skogsinventerare
vvs ingenjör,vvs ingenjör
statlig tjänsteman,statlig tjänsteman
djursholm,djursholm
bodafors,bodafors
skänninge,skänninge
folkhögskolerektor,folkhögskolerektor
pol. mag.,pol. mag.
hjärup,hjärup
servicehandläggare,handläggare
verksjurist,verksjurist
kullavik,kullavik
silverdalen,silverdalen
dals-ed,dals-ed
skivarp,skivarp
leg. sjukgymnast,sjukgymnast
barkarby,barkarby
skåne tranås,skåne tranås
ombudsman/verksamhetsutvecklare,fackombudsman
strateg,strateg
miljöingenjör,miljöingenjör
presschef,kommunikatör
duvbo,duvbo
it-ansvarig,it-specialist
saltsjö-boo,saltsjö-boo
stureby,stureby
hofors,hofors
livsmedelsarbetare,arbetare
dals ed,dals ed
blivande pensionär,blivande pensionär
sätila,sätila
it-företagare,it-specialist
bildkonstnär,konstnär
dataanalytiker,dataanalytiker
signalingenjör,signalingenjör
key account manager,chef
teaterpedagog,teaterpedagog
sjukvårdslandstingsråd,sjukvårdslandstingsråd
professor emerita,professor
hammarö,hammarö
degerhamn,degerhamn
mälarhöjden,mälarhöjden
leg. tandhygienist,tandhygienist
sjöofficer,sjöbefäl
reimersholme,reimersholme
rimbo,rimbo
gröndal,gröndal
rinkeby,rinkeby
älta,älta
mångsysslare,mångsysslare
vattenekolog,vattenekolog
pol. mag,pol. mag.
musiker/musiklärare,musiker/musiklärare
utvecklingsstrateg,utvecklingsstrateg
kulltorp,kulltorp
hjorthagen,hjorthagen
tjänstman,tjänstman
rönninge,rönninge
vetenskaplig sekreterare,vetenskaplig sekreterare
produktspecialist,produktspecialist
universitetslektor i miljövetenskap,universitetslektor i miljövetenskap
senior konsult,senior konsult
ankarsrum,ankarsrum
mörlunda,mörlunda
vallda,vallda
fd bankdirektör,bankir
leg. psykoterapeut,psykoterapeut
leg läkare och verksamhetschef,leg läkare och verksamhetschef
vårberg,vårberg
rinkabyholm,rinkabyholm
fil. kand.,fil. kand.
vantör,vantör
gustavsberg,gustavsberg
dataingenjör,ingenjör
åsele,åsele
gränna,gränna
arkitektstudent,arkitektstudent
ljusdal,ljusdal
driftchef,chef
förtroendevald kommunal,förtroendevald kommunal
åkare,åkare
energiingenjör,energiingenjör
mölnlycke,mölnlycke
tandsköterska,tandsköterska
förstelärare,lärare
verktygsmakare,verktygsmakare
folkhögskolelärare,lärare
olsfors,olsfors
hunnebostrand,hunnebostrand
miljöstrateg,miljöstrateg
översättare,översättare
controller,controller
leg. lärare,lärare
butikschef,butikschef
organisationskonsult,organisationskonsult
koordinator,koordinator
butikssäljare,butiksbiträde
reftele,reftele
träningsansvarig,träningsansvarig
kvillsfors,kvillsfors
arbetare,arbetare
väröbacka,väröbacka
ovanåker,ovanåker
markaryd,markaryd
fritsla,fritsla
transporttekniker,transporttekniker
lövånger,lövånger
broby,broby
statsvetarstudent,studerande
jobbcoach,jobbrådgivare
universitetslärare,universitetslärare
operatör,operatör
ursviken,ursviken
asarum,asarum
truckförare,truckförare
harbo,harbo
f.d. undersköterska,undersköterska
säljchef,säljansvarig
affärschef,chef
vvs-montör,vvs-montör
pajala,pajala
särö,särö
vd-assistent,vd-assistent
säljansvarig,säljansvarig
myresjö,myresjö
löderup,löderup
ekolog,ekolog
verksamhetscontroller,verksamhetscontroller
kåge,kåge
östra skrukeby,östra skrukeby
centrum,centrum
f.d patienttransportör,patienttransportör
leg psykolog,psykolog
fastighetschef,chef
samhällsplanerare,samhällsplanerare
rydsgård,rydsgård
stödpedagog,stödassistent
malå,malå
demokratiambassadör,demokratiambassadör
sekreterare,sekreterare
lingvist,lingvist
filosofie doktor,fil. dr.
skribent,skribent
askim,askim
forshaga,forshaga
f.d. riksdagsman,riksdagsledamot
utbildningschef,chef
överum,överum
produktchef,chef
kommunalarbetare,arbetare
destinationsutvecklare,destinationsutvecklare
medicinteknisk civilingenjör,medicinteknisk civilingenjör
borrby,borrby
figeholm,figeholm
lundby,lundby
specialistundersköterska,undersköterska
biträdande rektor,bitr. rektor
servitris,servitris
pensionerad ombudsman,pensionerad ombudsman
sävar,sävar
mariefred,mariefred
lindås,lindås
modersmålslärare,lärare
ledsagare,ledsagare
byggprojektledare,byggentreprenör
elektronikingenjör,ingenjör
genarp,genarp
demokratiutvecklare,demokratiutvecklare
loftahammar,loftahammar
kommun- och regionpolitiker,kommun- och regionpolitiker
degeberga,degeberga
byggnadsmålare,målare
receptionist,receptionist
obbola,obbola
löddeköpinge,löddeköpinge
sorsele,sorsele
tärnsjö,tärnsjö
distriktsombudsman,distriktsombudsman
oxelösund,oxelösund
vakt,vakt
melltorp,melltorp
processledare,processledare
flygkapten,pilot
ekonomiedoktor,ekonomiedoktor
gnesta,gnesta
kontorist,kontorist
knislinge,knislinge
smedby,smedby
talpedagog,talpedagog
droskägare,droskägare
döderhult,döderhult
bryggmästare,bryggmästare
f d rektor,rektor
rekryterare,rekryterare
besiktningstekniker,besiktningstekniker
aktivist,aktivist
direktör,direktör
nätverkstekniker,nätverkstekniker
haga,haga
läkarsekreterare,sekreterare
pensionerad förskollärare,pensionär
fastighetstekniker,fastighetstekniker
fd. informatör,fd. informatör
projektadministratör,projektadministratör
farmaceut,farmaceut
biblioteksassistent,bibliotekarie
coo,coo
taxichaufför,taxiförare
f.d. rektor,rektor
almunge,almunge
gamlestan,gamlestan
upphandlare,upphandlare
miljösamordnare,miljökommunikatör
socionom/konsthantverkare,socionom/konsthantverkare
läckeby,läckeby
byggingenjör,ingenjör
fd distriktssköterska,sjuksköterska
ryd,ryd
samhällsvägledare,samhällsvägledare
marketing officer,marketing officer
arbetande pensionär,arbetande pensionär
strömsund,strömsund
garphyttan,garphyttan
f.d. arbetsmiljöingenjör,f.d. arbetsmiljöingenjör
mellbystrand,mellbystrand
regionråd och organisationssekreterare,regionråd och organisationssekreterare
handledare,handledare
civilingenjörsstudent,studerande
projektör,projektör
näringslivsutvecklare,näringslivsutvecklare
internrevisor,internrevisor
behandlingspedagog,behandlare
hr-specialist,hr-administratör
limmared,limmared
mentor,mentor
vingåker,vingåker
fil.mag,fil. mag.
burträsk,burträsk
fil. lic,fil. lic
högstadielärare,högstadielärare
ekonomiansvarig,ekonom
hälsoekonom,hälsoekonom
lyckeby,lyckeby
trafikplanerare,trafikplanerare
skogsägare,skogsägare
it-chef,chef
träindustriarbetare,arbetare
nämndsekreterare,sekreterare
fellingsbro,fellingsbro
