grund,tvätt
gullbrandstorp,ort
konsult i förnybart,konsult
möja,ort
överkalix,ort
skrea,ort
flygvärdinna,flygvärdinna
politisk sakkunnig,politisk tjänsteman
lärare i hem- och konsumentkunskap,lärare
nordanstig,ort
barsebäck,ort
linghem,ort
gullabo,ort
arbetskonsulent,arbetshandledare
byske,ort
skyddsombud,skyddsombud
rolfstorp,ort
tvååker,ort
servicechef,chef
åkeridelägare,åkeriägare
bjärnum,ort
billeberga,ort
civilingenjör och lärare,civilingenjör
webmaster,webbutvecklare
butiksanställd,butiksbiträde
skolbibliotekarie,bibliotekarie
ormkärr,ort
odensvi,ort
studerandeombudsman,studerandeombudsman
landsbygdsutvecklare,landsbygdsutvecklare
museivärd,museivärd
pensionerad vd,pensionär
hortonom,hortonom
utredningssekreterare,sekreterare
älvsbyn,ort
örgryte-härlanda,ort
otteskruv,ort
landstingspolitiker,landstingspolitiker
ås,ort
sjukvårdspol.,politiker
näringspolitisk expert,näringspolitisk expert
f d distriktssköterska,sjuksköterska
trädgårdsarbetare,trädgårdsarbetare
sågverksoperatör,sågverksoperatör
affärsutvecklare och hållbarhetsredaktör,affärsutvecklare
arkivtjänsteman,arkivtjänsteman
bräkne-hoby,ort
ekonomicontroller,controller
servicekonsulent,servicekonsulent
mät- och kartchef,chef
deltidspolitiker/elevassistent,elevassistent
leg.psykolog,psykolog
smygehamn,ort
rockneby,ort
verksamhetsassistent,verksamhetsassistent
arbetsmiljöinspektör,arbetsmiljöarbetare
kundrådgivare,kundrådgivare
singelmorsa,singelmorsa
retoriker,retoriker
doktorand i nationalekonomi,forskare
långemåla,ort
gatuingenjör,ingenjör
kågeröd,ort
kontorschef,chef
hjorted,ort
psykiatrisjuksköterska,sjuksköterska
reg. fastighetsmäklare,mäklare
nationell samordnare,nationell samordnare
järnvägsingenjör,ingenjör
finansstrateg,finansstrateg
miljöinspektör och kommunalråd,kommunalråd
pilot,pilot
familjehemspappa,familjehemspappa
kirurg,kirurg
hr-partner,hr-administratör
fd röntgensjuksköterska,sjuksköterska
brottby,ort
kth,
påryd,ort
skranta,ort
undersköterska och egen företagare,undersköterska
björköby,ort
medical advisor,medicinsk rådgivare
processchef,chef
skogspatolog,skogspatolog
önnestad,ort
doktorerad sjuksköterska,fil. dr.
dalarö,ort
tullinge,ort
ekonom mba,ekonom
gubbängen,ort
fd speciallärare,lärare
mariehäll,ort
västerhaninge,ort
ledarskapkonsult,ledarskapskonsult
järna,ort
segeltorp,segeltorp
fil. kand statsvetenskap,fil. kand.
stationsvärd,stationsvärd
trekanten,ort
pedagog/projektledare,pedagog
sanda,ort
pensionerad apotekare,apotekare
utrymningskonsult,utrymningskonsult
serievetare,serievetare
gruppledare sll,gruppledare i landstinget
överförmyndarhandläggare,överförmyndarhandläggare
årsta havsbad,ort
marknadsrådgivare,marknadsrådgivare
facklig ombudsman och oppositionsråd,facklig företrädare
tillgänglighetsexpert,tillgänglighetsexpert
bor,ort
motorprovare,motorprovare
fd banktjänsteman,bankir
tvärred,ort
pensionerad lärare och rektor,lärare
bäckebo,ort
vansbro,ort
psykiatriskötare,skötare
ombudsman emeritus,ombudsman
business area manager,chef
forskningsledare,forskningsledare
runsten,ort
trade compliance advisor,säljrådgivare
regionalt skyddsombud,regionalt skyddsombud
chief technology officer,teknikledare
postanställd,postanställd
locknevi,ort
törnbotten,ort
pensionerad jurist,jurist
universitetstudent,studerande
solidarietet,
årsrik,ort
business process modeller,processrådgivare
folkhögskolelärare/statistiker,lärare
fd. ambassadråd,ambassadråd
glimåkra,ort
depåarbetare,arbetare
senior säljare,säljare
mr-försvarare,
infrastrukturkonsult,infrastrukturtjänsteman
enskede gård,ort
bergshamra,ort
frisör,frisör
näringsrådgivare,näringsrådgivare
rumskulla,ort
fd statsepidemiolog,statsepidemiolog
kbt-terapeut,terapeut
husby,ort
nationalekonom/statsvetare,nationalekonom
barnmorska och professor,professor
doktorand i genusvetenskap,forskare
odensbacken,ort
it-strateg,it-specialist
programhandläggare,programhandläggare
för nykterhet,
jakobsberg,ort
församlingsassistent,församlingsassistent
ekolantbrukare,bonde
båtbyggare,båtbyggare
smedlagbas,ort
ingatorp,ort
key accont manager,chef
butiksansvarig,chef
trafikpilot,trafikpilot
grillby,ort
fd. försäljningsdirektör,direktör
jur kand. lidingö,jurist
fd kanslichef,chef
system manager,chef
besiktningsförrättare,besiktningsförrättare
pers. assistent,personlig assistent
trafiklandstingsråd,landstingsråd
fd flygkapten,pilot
fd it-samo,it-specialist
leg biomedicinsk analytiker,biomedicinare
teknolog,teknolog
samhällsentreprenör för hälsotjänster,entreprenör
leg. optiker,optiker
sjuksköterska och barnmorska,barnmorska
verksamhetsutvecklare abf,verksamhetsutvecklare
operations officer,chef
båtsman,båtsman
fd ombudsman,facklig företrädare
saltsjöbaden,ort
blåsut,ort
gråbo,ort
kemiingenjör,ingenjör
storskogen,ort
masthugget,ort
barnskötare/personalvetare hr,barnskötare
förtroendevald,förtroendevald
enhetschef rättspsykiatri,chef
diplomingenjör,ingenjör
landstingsfullmäktiges ordförande,landstingsfullmäktiges ordförande
bromsten,ort
algutsboda,ort
f.d företagare,egenföretagare
husvärd,husvärd
socialchef,chef
masterutbildningsvetenskap,fil. mag.
nationalekonom/freds- och konfliktvetare,nationalekonom
tågledare,tågledare
tf ombudsman,ombudsman
leg. veterinär,veterinär
hagsätra,ort
spärrexpeditör,spärrexpeditör
fd studievägledare,studievägledare
pens. diakon,diakon
vistaberg,ort
åkeshov,ort
kundservicevärd,kundrådgivare
org. konsult,organisationskonsult
skriftställare,skriftställare
forskningschef,forskningsledare
special- och talpedagog,talpedagog
f.d. butikschef,chef
it-administratör,it-specialist
nyckelkunds ansvarig,kundsansvarig
förenings- och projektordförande,förenings- och projektordförande
landstinsgråd,landstingsråd
univ adjunkt,adjunkt
sälj/it-ansvarig,säljare
röddinge,ort
fd utvecklingschef,chef
alvik,ort
intressepolitisk handläggare,handläggare
samhällsanalytiker,samhällsanalytiker
förtroendevald handels,förtroendevald
docent vårdvetenskap,docent
tekn.dr. kemiteknik,tekn. dr.
kompetensrådgivare,kompetensrådgivare
tyrseö,ort
projektutvecklingschef,projektutvecklingschef
verksamhetskonsult,konsult
it konsult,it-specialist
valutahandlare,valutahandlare
ordf liberala ungdomsförbundet sthlm,förbundsordförande
mentalskötare och student,mentalskötare
chefsassistent,chefsassistent
nättraby,ort
provingenjör,provingenjör
tolk och översättare,tolk
järnvägare,järnvägsarbetare
vendelsö,ort
jordbro,ort
maskinist,maskinist
investeringscontroller,investeringscontroller
rehabassistent,rehabassistent
utbildningsproducent,utbildningsproducent
applikationsansvarig,applikationsansvarig
hörnefors,ort
filosofie magister,fil. mag.
databasansvarig,datatekniker
projektkoordinator,projektkoordinator
museipedagog,museipedagog
kultur- och fritidskommunalråd,kommunalråd
socionom/oberoende forskare,socionom
privat rådgivare,privat rådgivare
anestesisjuksköterska,sjuksköterska
auktoriserad revisor,revisor
bolagsjurist,jurist
budgetrådgivare,budgetrådgivare
div.arbetare,diversearbetare
f.d. områdeschef,områdeschef
molekylärbiolog,molekylärbiolog
teknikexpert,teknikexpert
tekn dr/fysiker,tekn. dr.
office manager,chef
sminkös,sminkös
förvaltningssocionom,socionom
webbdesigner,webbdesigner
vankiva,ort
tavelsjö,ort
kommunalrådssekreterare,sekreterare
bredaryd,ort
ordförande psykiatriberedningen,ordförande
aktuarie,aktuarie
handelsanställdas förbund,
sergeant,militär
kalkylansvarig,kalkylansvarig
departementssekreterare,sekreterare
gruppträningsinstruktör,gruppträningsinstruktör
ledningssamordnare,ledningssamordnare
med. dr.,med. dr.
politisk redaktör,redaktör
migrantkonsulent,migrationshandläggare
pensionerad banktjänsteman,pensionär
landeryd,ort
medicinsekreterare,sekreterare
boendekonsulent,boendekonsulent
elektriker mm,elektriker
förslöv,ort
länghem,ort
distriktschef på kommun,distriktschef
företagsförsäljare,säljare
trafikkonsult,trafikkonsult
affärsutvecklingschef,chef
norra djurgårdsstaden,ort
granbergsdal,ort
kårsta,ort
bitr. enhetschef,bitr. enhetschef
ek.dr.,fil. dr.
lärare hem- och konsumentkunskap,lärare
intendent,intendent
sparekonom,ekonom
kulturskribent,skribent
socionom och stadsdelsnämndsordförande,socionom
västra harg,ort
f.d. gymnasiechef,chef
gravör,gravör
prevention- och säkerhetssamordnare,prevention- och säkerhetssamordnare
incident manager,chef
transport manager,chef
huvudskyddsombud,skyddsombud
facklig utredare,facklig utredare
ridlärare,ridlärare
förbundsordförande schizofreniförbundet,förbundsordförande
administratör polisen,administratör
gruppledare regionen,gruppledare i regionen
produktionsarbetare,arbetare
gamla enskede,ort
bokförläggare,förläggare
organisationsadministratör,organisationsadministratör
byggsmed,arbetare
regionutvecklare,regionutvecklare
service manager,chef
f.d. sjuksköterska,sjuksköterska
fd. kulturjournalist,journalist
sakkunnig,sakkunnig
förskollärarstudent,studerande
"aktiv senior ""leva livet hela livet""",pensionär
fd kriminalpolis,polis
departementsråd,departementsråd
fd datachef,chef
fd controller,controller
fd specialpedagog,specialpedagog
mba,fil. mag.
frivårdsinspektör,frivårdsinspektör
fastighetskonsult,fastighetskonsult
lagerarbetare och chaufför,arbetare
junior design,junior design
kulturarbetare och pensionär,kulturarbetare
medicine doktor,med. dr.
produktionstekniker,produktionstekniker
produktledare,produktledare
hässelby strand,ort
rekryteringskonsult,rekryteringskonsult
ekologisk ekonom,ekonom
produktledningsassistent,produktledningsassistent
systemförvaltningsledare,systemförvaltare
systemansvarig,systemförvaltare
läkarexamen,läkare
oppositionlandstingråd,oppositionsråd
ansvarig samhällskontakter,ansvarig samhällskontakter
djursdala,ort
vårdbiträde och student,vårdare
samhällsekonom,ekonom
fd statstjänsteman,statlig tjänsteman
barnmorska - vårdlärare,barnmorska
fil.kand.,fil. kand.
förbundsordförande muf,förbundsordförande
skelleftehamn,ort
f.d. kulturchef,chef
vaxmora,ort
bockara,ort
finanslandstingsråd,landstingsråd
posttjänsteman,postanställd
förskolechef,chef
boendechef,boendechef
f.d miljöchef,miljöchef
parkarbetare,parkarbetare
lärarvikarie,lärarvikarie
kronoinspektör,kronoinspektör
kalv,ort
arbetsmarknadssekreterare,arbetsmarknadshandläggare
kantor,kantor
försäkringsspecialist,försäkringsrådgivare
kommunvägledare,kommunvägledare
kungshamn,ort
fritidspolitiker,politiker
hällekis,ort
marknadsföringskonsult,marknadsförare
lambohov,ort
socionomstuderande,studerande
rambergsstaden,ort
systemförvaltare,systemförvaltare
forsa,ort
processtekniker,processtekniker
idrottslärare,lärare
torsby,ort
spec. sjuksköterska,sjuksköterska
sjuksköterska/ordf.säs,sjuksköterska
fd polis,polis
verkställande direktör,vd
gusum,ort
studie-och yrkesvägledare,studievägledare
systemvetare,systemvetare
distributör,distributör
humanekolog,ekolog
grums,ort
handlare,handlare
förläggare,förläggare
it-projektledare,it-specialist
kommunalråd/gymnasielärare,kommunalråd
ledarskapskonsult,ledarskapskonsult
älvängen,ort
biträdande universitetslektor,bitr. universitetslektor
informationsansvarig,informatör
floda,ort
företagare/pensionär,pensionär
massageterapeut,massör
alsike,ort
taxiförare,taxiförare
lantbrukstekniker,lantbrukstekniker
örsundsbro,ort
ekonom & regionråd,ekonom
integrationshandläggare,integrationsarbetare
vidingsjö,ort
hälsovetare,hälsokonsult
fil. kand. historia,fil. kand.
bilmekaniker,bilmekaniker
sankt anna,ort
pensionerad officer major,militär
klockrike,ort
tallboda,ort
ödeborg,ort
björsäter,ort
duvkullen,ort
skarphagen,ort
flow planner,flödesplanerare
taberg,ort
hestra,ort
f.d. företagsledare,företagsledare
kulturutövare,kulturarbetare
olivedal,ort
vimanshäll,ort
försäljningsansvarig,försäljare
östra ryd,ort
lotorp,ort
söderstaden,ort
hok,ort
bilskadetekniker,bilmekaniker
kulturentreprenör,entreprenör
järvsö,ort
psykiatrivårdare,vårdare
leg psykoterapeut,psykoterapeut
järnvägstjänsteman,järnvägstjänsteman
hagebyhöga,ort
miljö- och hälsoskyddsinspektör,hälsoskyddsinspektör
boliden,ort
tjm regeringskansliet,statlig tjänsteman
djurskötare,djurskötare
godegård,ort
personbilsmontör,personbilsmontör
särskild utredare,särskild utredare
vårdlärare/folkhälsovetare,vårdlärare
ordf. regionfullmäktige,ordförande regionfullmäktige
språkvetare,språkvetare
sjuksköterska & företagare,sjuksköterska
designer,designer
armerare,armerare
fd. speciallärare,lärare
djurön,ort
simonstorp,ort
fd rektor,rektor
jordbrukare,bonde
röntgensköterska,sjuksköterska
hällevik,ort
processingenjör,ingenjör
hällevadsholm,ort
oppositionsråd/lärare,lärare
degerön,ort
billdal,ort
projektledare/kulturutövare,projektledare
regionråd/veterinär,veterinär
energitekniker,energitekniker
åsbro,ort
rydsnäs,ort
hovslagare,hovslagare
muf,
guldringen,ort
hr-konsulent,hr-konsulent
säkerhetsvakt,ordningsvakt
projektledare integration,projektledare
pol.mag/politisk sekreterare,fil. mag.
marknadsförare,marknadsförare
kriminalvårdstjänsteman,kriminalvårdstjänsteman
docent & sjukvårdsregionråd,docent
björkekärr,ort
servicepersonal,servicepersonal
skäggetorp,ort
enhetschef äldreomsorg,chef
byggmästare,chef
f.d. vårdare,vårdare
skatterevisor,revisor
studerande/verksamhetsutvecklare,studerande
säve,ort
åby,ort
nossebro,ort
ekholmen,ort
affärsrådgivare,affärsrådgivare
distriktssekreterare,distriktssekreterare
trossö,ort
mariannelund,ort
med. doktor,med. dr.
skådespelare,skådespelare
husby-långhundra,ort
adelöv,
utbildningsledare,utbildningsadministratör
arbetsrättsjurist,jurist
apotekstekniker,apotekare
fackligt förtroendevald,facklig företrädare
regionråd/samhällsvetare,regionråd
vittinge,ort
adminstratör,administratör
jämjö,ort
vvs-företagare,vvs-företagare
hästuppfödare,hästskötare
grön senior,grön senior
vretstorp,ort
arvidsjaur,ort
rusksele,ort
konsult/egenföretagare,egenföretagare
skokloster,ort
verksamhetschef lss,chef
lögdeå,ort
arbetsmarknadshandläggare,arbetsmarknadshandläggare
slussfors,ort
värnhem,ort
driftansvarig,driftansvarig
kvibille,ort
ungdomsledare,ungdomshandläggare
inspektör,inspektör
jur.kand,jurist
rörvik,ort
fd barnmorska,barnmorska
energiexpert,energiexpert
kundservice,kundrådgivare
ortoptist,ortoptist
fysioterapeut/univ.adjunkt,fysioterapeut
betongarbetare,arbetare
maskintekniker,maskintekniker
fd. sjukhusdirektör,direktör
finnerödja,ort
projektutvecklare,projektutvecklare
torsåker,ort
omvårdare,omvårdnadspersonal
ersmark,ort
lärare och teknikpedagog,lärare
byggarbetare,arbetare
allmänläkare,läkare
norrahammar,ort
kallinge,ort
skolvärd,skolvärd
skummeslövsstrand,ort
egen företagare/barnmorska,barnmorska
torstuna,ort
frövi,ort
eltekniker,eltekniker
kristdala,ort
kilafors,ort
illustratör,illustratör
daggarp,ort
typograf,typograf
massör,massör
civ.ingenjör,civilingenjör
lagan,ort
it-entreprenör,entreprenör
processtekniker och partiföreträdare,processtekniker
lenhovda,ort
haverdal,ort
antikvarie,antikvarie
bråten,ort
skoghall,ort
guldsmedshyttan,ort
skogaholm,ort
åre,ort
gruppledare i kommunfullmäktige,gruppledare i kommunfullmäktige
sorgenfri,ort
beroendeterapeut,beroendeterapeut
vänge,ort
hemmaförälder,hemmaförälder
lantbruksföretagare,bonde
utbildningsadministratör,utbildningsadministratör
logoped,logoped
morup,ort
herr,
stensele,ort
bergskoleingenjör,ingenjör
överstelöjtnant,militär
yrkesofficer,militär
hovmantorp,ort
brunnsborrare,brunnsborrare
distriktsordförande,distriktsordförande
rådmansvången,ort
åkeriägare,åkeriägare
fysiker,fysiker
veddige,ort
hishult,ort
narkossköterska,sjuksköterska
söderfors,ort
vissefjärda,ort
biokemist,biokemist
våxtorp,ort
karlberg,ort
transportarbetare,arbetare
gällersta,ort
angered,ort
idrottskonsulent,idrottskonsulent
åklagare,åklagare
brunflo,ort
jonstorp,ort
dammfri,ort
fegen,
kreatör,kreatör
fil mag,fil. mag.
soldat,militär
storfors,ort
omvärldsanalytiker,omvärldsanalytiker
filosofie doktor och pensionär,fil. dr.
edsbyn,ort
arjeplog,ort
ysby,ort
skolassistent,skolassistent
billesholm,ort
fastighetsingenjör,fastighetstekniker
listerby,ort
integrationssamordnare,integrationsarbetare
anderslöv,ort
omsorgspedagog,omvårdnadspersonal
kundtjänstmedarbetare,kundrådgivare
systemadministratör,systemförvaltare
leg barnmorska,barnmorska
kontrollrumsingenjör,ingenjör
statsanställd,statlig tjänsteman
ingenjör i kemiteknik,ingenjör
järbo,ort
f.d. lärare,lärare
fd poliskommissarie,polis
kivik,ort
coach,tränare
saxtorp,ort
f.d. egenföretagare,egenföretagare
webbutvecklare,webbutvecklare
södra sandby,ort
ekonom/controller,controller
barnsköterska,barnskötare
pensionerad undersköterska,pensionär
måltidspedagog,måltidspedagog
nybrostrand,ort
lndustriarbetare,arbetare
rydebäck,ort
gantofta,ort
östra sorgenfri,ort
södra biskopsgården,ort
it-supporttekniker,it-supporttekniker
f.d. kammaråklagare,åklagare
sius-konsulent,sius-konsulent
billinge,ort
www.hilmansson.blogspot.se,
skogsmästare,skogsbrukare
rundvik,ort
speditör,speditör
fil. mag. i mänskliga rättigheter,fil. mag.
kampanj- och organisationsledare,kampanj- och organisationsledare
etableringsanalytiker,etableringsanalytiker
anläggare,anläggare
planarkitekt,planarkitekt
mörtfors,ort
håknäs,ort
kommunfullmäktigeordförande,ordförande kommunfullmäktige
fd gymnasielärare,lärare
marieholm,ort
kolbäck,ort
skolbibliotikarie,bibliotekarie
kulladal,ort
hovmästare,hovmästare
provningsingenjör,provningsingenjör
ekoodlare,bonde
specialidrottstränare,tränare
teckomatorp,ort
strömsnäsbruk,ort
instrumenttekniker,instrumenttekniker
marknadsassistent,marknadsrådgivare
tågarp,ort
sibbhult,ort
bankchef,bankir
styrelseordförande,styrelseordförande
församlingsvärdinna,församlingsvärdinna
avdelningsledare,avdelningsledare
visseltofta,ort
stockaryd,ort
kassabiträde,affärsbiträde
stensjön,ort
färila,ort
töcksfors,ort
logistikchef,chef
föreståndare lss,föreståndare
asmundtorp,ort
plåtslagare,plåtslagare
affärsbiträde,affärsbiträde
planeringschef,chef
fil. dr geologi,fil. dr.
socialpsykolog,psykolog
vallåkra,ort
socialentreprenör,entreprenör
teletekniker,teletekniker
organisatör,organisatör
föreningsarbetare,föreningsarbetare
god man,god man
hästföretagare,egenföretagare
nårunga,ort
facklig rådgivare,facklig företrädare
kinna,ort
hammenhög,ort
läkarstuderande,studerande
miljöforskare,forskare
åkerby,ort
fil. mag. informationslogistik,fil. mag.
nyhamnsläge,ort
ikt-pedagog,ikt-pedagog
oxie,ort
oderljunga,ort
munkfors,ort
administrativ assistent,administratör
servicerådgivare,servicepersonal
beräkningsingenjör,beräkningsingenjör
valbo,ort
fränsta,ort
sjuksköterska/pedagog,sjuksköterska
personlig assistent/butikssäljare,personlig assistent
skötare/behandlare,skötare
personskadereglerare,personskadereglerare
it-samordnare,it-specialist
orderadministratör,orderadministratör
trafikingenjör,ingenjör
alsen,ort
sjukvårdsbiträde,sjukvårdsbiträde
beddingestrand,ort
beredare,beredare
strövelstorp,ort
nyrbo,ort
rosengård,ort
jurist och miljövetare,jurist
ekonomie magister,fil. mag.
personaladministratör,personalspecialist
socionomkonsult,socionom
vd välfärdsföretag,vd
driftavdelningschef,chef
ljunghusen,ort
fosie,ort
unnaryd,ort
fd polisintendent,polis
brantevik,ort
flygvapenofficer,militär
ekonomistudent,studerande
leg. receptarie,receptarie
fd officer,militär
ekobonde,bonde
andrarum,ort
trätekniker,trätekniker
skogskonsult,skogskonsult
humanist,
ballingslöv,ort
fru,fru
hållbarhetssamordnare,hållbarhetsstrateg
skabersjö,ort
ordningsvakt,ordningsvakt
öregrund,ort
grängesberg,ort
kanslist på liberalerna,kanslisekreterare
barnarp,ort
infrastrukturrådgivare,infrastrukturtjänsteman
fritidsgårdsföreståndare,fritidsledare
trafiklärare,trafiklärare
chip programmerare,programmerare
underhållstekniker,underhållstekniker
energi- och miljöingenjör,ingenjör
förvaltare,förvaltare
orrefors,ort
social.ped./diakon,diakon
adm.assistent,administratör
västra hamnen,ort
pensionerad präst,präst
fil.kand psykologi,fil. kand.
småbrukare/rådgivare,småbrukare
fakultetshandläggare,fakultetshandläggare
örkelljunga.,ort
kristen ms-sjuk miljöaktivist,aktivist
religionsvetare,religionsvetare
underhållschef,underhållschef
elektrikter,elektriker
västra karup,ort
oppositionsråd/affärsrådgivare,oppositionsråd
killeberg,ort
teologistuderande,studerande
f d byggnadsingenjör,ingenjör
tygelsjö,ort
fd regionråd,regionråd
väckelsång,ort
ängelholm.,ort
stenberga,ort
energi- och klimatstrateg,energispecialist
drängsmark,ort
timmernabben,ort
undersköterska/administratör,undersköterska
moheda,ort
teamchef bank,chef
konstruktör,konstruktör
pensionerad överläkare,läkare
medicinsk sekr.,sekreterare
ekoturismresearrangör,researrangör
matfors,ort
ekenässjön,ort
hillared,ort
borgolm,ort
f.d väg-& anläggningsarbetare,arbetare
kvinnojurist,jurist
integrationsarbetare,integrationsarbetare
varnhem,ort
webdesigner,webbdesigner
samordnare missbruksvård,samordnare
västra resebo,ort
ek. kand.,fil. kand.
ljusfallshammar,ort
speciailärare,lärare
leg sjuksköterska kalmar,sjuksköterska
södra näsby,ort
hagby,ort
spakstorp,ort
romelanda,ort
nittorp,ort
företagare/politiker,egenföretagare
vårdarbetare,vårdare
entreprenör/företagare,egenföretagare
vice ordf kalmar läns museum,vice ordförande
torna hällestad,ort
inventerare,inventerare
ansvarig transportledare,transportledare
blackstad,ort
integrationsutvecklare,integrationsarbetare
slättingebygd,ort
västra torup,ort
teologistudent,studerande
knx-tekniker,knx-tekniker
kommun- och landstingstingspolitiker,kommun- och regionpolitiker
pensionerad,pensionär
student civilingenjör,studerande
nol,
tvättbiträde,tvättbiträde
högskoleexamen it,it-specialist
butiksäljare/konsult,butiksbiträde
pc-tekniker,pc-tekniker
patient,patient
albrunna,
skeppshult,ort
hälsokonsult,hälsokonsult
nälden,ort
lönsboda,ort
grönby,ort
rymdingenjör,ingenjör
civ ing/statsvetare,civilingenjör
annelund,ort
f.d kyrkokamrer,kamrer
kurator i region skåne,kurator
lnformationsassistent,informationsassistent
stödassistent lss,stödassistent
regionråd/kursadministratör,regionråd
lantbruksrådgivare,lantbruksrådgivare
naprapat,naprapat
senior analytiker/nationalekonom,nationalekonom
algutsboö,ort
fibertekniker,fibertekniker
immeln,ort
hästveda,ort
söråker,ort
ordf.säs,ordförande
exploateringsingenjör,ingenjör
pataholm,ort
fd. personalchef,personalchef
äspö,ort
skärgårdskapten,kapten
boendestödjare/musiker,boendeassistent
pensionerad polis,pensionär
f d förskollärare,förskolelärare
anläggningsarbetare,anläggare
gullringen,ort
svinhusförman,svinhusförman
kontorsbiträde,kontorsbiträde
andre vice talman,andre vice talman
fd region skåne medarbetare,tjänsteman
journalist/författare,journalist
bergeforsen,ort
admin. konsult,administrativ konsult
laborant,laborant
tryckare,tryckare
fritidsresurs,fritidsresurs
utvecklare/sjuksköterska,sjuksköterska
riksdagsledamot/marinbiolog,riksdagsledamot
serviceentreprenör,serviceentreprenör
ljungbyholm,ort
kredithandläggare,kredithandläggare
utbildningssekreterare,sekreterare
ekonimichef,chef
mölle,ort
bergsjön,ort
guldheden,ort
naturguide,naturguide
pensionerad tågklarerare,pensionär
verkebäck,ort
henån,ort
datatekniker,datatekniker
kyrkofullmäktig,
egenföretagare/konsult,egenföretagare
lastbilskörande bonde,lastbilsförare
kommunikationsvetare,kommunikatör
skadedjurstekniker,skadedjurstekniker
hallingeberg,ort
cateringföretagare,egenföretagare
pkc-operatör,pkc-operatör
hammarstrand,ort
flyinge,ort
alböke,
konsthistoriker,konsthistoriker
f.d. personalsekreterare,sekreterare
månstad,ort
glömminge,ort
f.d. upphandlingschef,chef
organisationschef,chef
beteendevetarstuderande,studerande
lokalsamordnare,lokalsamordnare
hultafors,ort
töllsjö,ort
träningskoordinator,tränare
holsbybrunn,ort
varvsholmen,ort
fleninge,ort
norra mörbylånga,ort
kuturarbetare,kulturarbetare
organisationsutv.,organisationsutvecklare
operationssjuksköterska,sjuksköterska
fil.mag.,fil. mag.
styrsö,ort
brämhult,ort
förrådsarbetare,förrådsarbetare
civilekonom/gymnasielärare,lärare
tågklarerare,tågklarerare
fågelbacken,ort
brigadgeneral (ret),militär
säljare/sjukgymnast,säljare
vislanda,ort
kyrkorådet,kyrkorådet
handläggare-internationellt bistånd,handläggare
ribersborg,ort
vd/myndighetsutövare,vd
holmeja,ort
undersköterska/arbetsledare,undersköterska
förlösa,ort
prof/phd/vd,professor
f.d. väktare,ordningsvakt
hushållslärare,lärare
gyllebo,ort
fd.biblotikarie,bibliotekarie
sjökapten/egenföretagare,kapten
vinslöv,ort
infrastrukturtjänsteman,infrastrukturtjänsteman
långasjö,ort
lönneberga,ort
vejbystrand,ort
utvecklingschef,chef
fd. systemkonsult,systemkonsult
kommunantikvarie,kommunantikvarie
forskare agr.dr.,forskare
föreningskonsulent,föreningskonsulent
leg tandläkare,tandläkare
lärarassistent,lärarassistent
senior advisor,ort
förtroendevald if metall,förtroendevald
f.d. busschaufför,bussförare
transkriberare,transkriberare
dönaberga,ort
sjukhusvaktmästare,vaktmästare
eu-projektledare,projektledare
f.d ombudsman,ombudsman
oppositionsråd/lantbrukare,bonde
simhallschef,chef
service agent,servicepersonal
vassunda,ort
trycktekniker,trycktekniker
skogsby,ort
johanneberg,ort
skäret,ort
anläggningsprojektledare,anläggningsprojektledare
logistikhanterare,logistiker
tuna,ort
administrativ resurs,administratör
distanslärare,lärare
fd verksamhetschef,chef
skogsförvaltare,skogsbrukare
algutsrum,ort
gimo,ort
lab undersköterska,undersköterska
sundsbruk,ort
skogstjänsteman,skogstjänsteman
bitr.ombudsman,bitr. ombudsman
politisk sekreterare/lärare,politisk tjänsteman
gruppledare (v) region skåne,gruppledare
mekanisk ingenjör,ingenjör
baskemölla,ort
allerum,ort
entreprenadingenjör,ingenjör
fil.kand demens-geriatrik,fil. kand.
tullinspektör,tullinspektör
leg. sjuksköt.,sjuksköterska
företagskonsult,företagsrådgivare
lilla köpinge,ort
skepparslöv,ort
tekn. dr energi/miljö,tekn. dr.
förvaltningschef,chef
oskarhamn,ort
miljövärd,miljövärd
loddekopinge,ort
undersköterska/skötare,undersköterska
kvalitets/miljösamordnare,kvalitetssamordnare
leg. röntgensjuksköterska,sjuksköterska
sjuksköterskestuderande,studerande
systemvetare/projektledare,systemvetare
regionstyrelsens ordförande,regionstyrelsens ordförande
krokshult,ort
teaterkonsulent,teaterkonsulent
gymansieekonom,ekonom
publisher,publisher
företagsrådgivare,företagsrådgivare
elkonstruktör,elkonstruktör
ukna,ort
folkhälsopedagog,folkhälsovetare
löberöd,ort
driftsledare/fd kommunalråd,driftsledare
digitaliserings ansvarig,digitaliseringsansvarig
fårbo,ort
leg arbetsterapeut,arbetsterapeut
f d utredningsingenjör,utredningsingenjör
f.d. personaldirektör,chef
horred,ort
götåkra,ort
planeringssekreterare,sekreterare
project controller,controller
e-handelsutvecklare,handelsutvecklare
sjuksköterska i psykiatrin,sjuksköterska
eu assistent,assistent
ekomjölkproducent,bonde
fd. företagare,egenföretagare
läkare-psykiater,läkare
project manager,projektansvarig
smidesarbetare,arbetare
f.d. flygvapenofficer,militär
reparatör,reparatör
fd. logistikofficer,logistiker
hannas,ort
eldriftingenjör,eldriftingenjör
reklamkonsult,reklamkonsult
freds- och konfliktvetare,freds- och konfliktvetare
planerare,planerare
teaterproducent,teaterproducent
förvaltningsassistent,förvaltningsadministratör
f.d. kriminalvårdschef,chef
artist,artist
socionom/behandlingssekreterare,socionom
gettlinge,ort
